@relation kin8nm

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute binaryClass {P,N}

@data
-0.211218,1.159937,1.472829,1.162031,-1.229563,1.093282,-0.85231,-0.711617,P
0.063243,1.473477,1.220143,-1.030982,0.128308,-0.377795,0.894336,-0.108728,N
1.062648,-0.443571,-1.372167,1.30827,1.336902,-0.433707,-1.416741,1.022454,P
-0.022049,-0.09422,0.424824,0.091403,0.635032,-0.810298,-1.030418,-0.124793,N
0.123217,-0.199709,-0.822691,-0.028374,0.991243,0.117379,1.357482,1.192217,N
0.59674,-1.287495,-0.817474,0.639691,-0.048838,-0.127669,0.946121,0.516659,N
1.450449,0.369369,-1.107179,0.748168,-0.869196,-0.018176,-1.290184,0.127365,N
-1.061873,0.196946,-0.70991,-1.341013,-0.165666,-0.752275,-0.844766,1.192325,P
0.493272,-1.171616,0.320012,-0.620926,-0.890797,1.421357,-1.122064,-0.818753,P
-0.234853,0.146618,0.04142,0.469102,1.213669,0.079451,0.457973,-0.608029,N
-1.328931,1.195487,-1.284954,-1.205564,-0.218977,0.163771,0.25421,0.460234,N
1.382179,-1.075195,-0.914513,1.365057,-1.545086,0.455643,-0.060042,0.559436,P
1.343911,-0.362488,-1.550867,-0.536932,0.145048,-1.203913,-0.670257,-0.352742,N
-0.932392,-0.785522,0.373297,-1.558977,-0.060766,0.839344,0.741001,-0.350838,N
-0.443403,-1.29008,0.239763,-0.846151,-0.276352,1.104014,0.732273,0.237445,N
-0.408253,0.890874,-0.960083,0.723465,-1.382249,0.915677,-1.446189,0.910496,N
-0.271418,0.084317,-0.900235,1.313759,0.612673,-0.877769,0.404609,0.007218,N
-0.132464,0.254709,-0.331605,1.225641,-0.937602,0.253787,-1.286524,-1.207261,P
1.072524,-1.09208,-0.096361,-0.079513,-0.040744,-0.88024,0.97031,1.107199,N
-0.54111,-1.404467,1.516778,-1.203492,0.08857,-0.433643,-0.005248,1.033552,N
0.478935,1.051091,-1.540904,-1.518907,-0.513271,0.252142,-0.230869,1.036858,P
0.705536,0.510104,1.316712,0.317168,0.267727,-0.261612,-0.346437,0.0618,P
-1.565016,-0.086965,0.592895,-0.644969,0.930797,1.32242,-1.198576,-1.191606,N
1.331163,-0.778335,-0.3481,-1.506667,-1.230416,-0.863734,-0.569381,0.333777,P
-1.563437,0.109982,-0.873077,-1.315012,1.501601,0.520371,-0.289454,-1.088795,N
-0.400949,1.21152,0.578752,-0.302483,0.994654,-0.320969,1.472504,0.406708,N
-0.026519,1.350822,0.710058,-0.732196,0.728954,-0.407774,-1.098235,-0.565647,N
0.40634,-1.027059,-0.97153,-0.398745,-0.676041,1.493546,-1.180291,-0.363815,N
-0.45829,1.276638,1.496371,-0.692588,0.91683,0.697523,-1.133008,-1.10225,P
0.699219,-0.628303,1.061918,-0.730766,-0.344988,-1.157648,-1.26737,0.450502,P
-0.928925,-0.990138,0.261409,-1.498075,1.167034,-0.70547,-0.681054,0.34048,P
1.266887,-0.235833,1.557053,-1.421666,1.38274,-0.464101,1.494964,-1.526671,P
-1.150812,1.03838,-0.085541,1.018182,1.351398,0.42424,-0.592727,-1.372324,N
1.085809,0.511812,1.153555,0.32107,-0.767651,-1.206166,0.02674,0.931105,P
-0.325233,0.348119,1.036113,-1.036437,0.612555,0.664431,0.178513,0.800857,N
0.178432,1.183516,0.094419,0.740769,0.214439,-1.272769,0.040996,1.414176,N
-1.307837,-1.219281,0.403976,-0.027051,0.666928,-0.320435,1.00551,-1.227942,P
0.906487,0.146963,0.639536,0.88074,-0.135932,-0.858963,0.97289,-0.892249,P
-1.390751,0.709413,1.28892,-0.594412,-0.67467,-0.972602,-0.630707,-1.198976,P
-0.905871,0.762872,-1.552222,-0.015217,-1.175259,-0.814098,-0.563618,-1.014328,P
-0.808277,0.75608,-0.404099,-1.287926,-1.39222,-0.906327,-0.828093,-1.53026,P
-0.457394,-0.307514,0.434686,-0.597959,-0.464668,0.946603,-0.502612,1.135783,N
0.060986,-0.470328,1.564148,0.049895,0.323003,0.526364,0.334491,0.792847,P
0.838708,-0.554024,-0.214315,-0.222405,0.031543,-0.120715,1.481595,-1.259293,P
-0.156833,0.205197,1.412417,0.527527,-0.778237,0.606064,0.899502,-0.029129,P
-0.0982,-0.730654,0.609506,0.57385,-1.370667,1.072655,0.590747,0.523606,P
-1.107187,0.380318,-0.763871,0.007093,0.495873,-1.487847,1.244713,0.645584,N
-0.837394,-1.13138,1.306128,-0.173461,-0.514247,0.841073,0.019962,-0.724201,P
0.2464,0.95472,-1.355832,0.03917,-0.422736,-1.255126,-0.656592,-1.120904,N
0.627027,-1.268172,-1.488184,-1.408898,1.355771,0.885353,1.074077,1.098053,N
1.539545,1.535386,1.446321,-1.161815,0.470985,1.537721,0.419973,1.264556,P
0.97633,0.190858,-1.322406,1.516478,-0.974559,-1.410614,-0.669085,0.511587,N
0.637626,0.185147,1.083102,-0.293633,0.858128,1.417406,-1.547906,-0.301522,N
0.604722,-1.545278,1.302211,0.353211,-0.500675,-0.354673,-0.119547,-0.290654,P
0.511332,0.057521,-1.216261,-1.200582,1.483191,-1.379478,1.384939,0.154676,N
-1.437179,-0.853485,0.648034,0.271672,-0.544594,0.061439,0.60901,1.538399,N
1.039179,-0.005484,-0.396212,1.263105,-1.536531,-0.986392,0.315424,0.57064,N
1.370285,-1.061103,1.042481,1.261654,-0.584598,-0.109907,1.461119,-0.530634,P
-0.64265,0.865286,0.315908,-1.125273,1.559996,0.055855,-0.806918,0.615974,N
-0.22781,0.42328,0.174553,-0.071713,-0.88076,-0.57539,0.38506,1.121856,P
0.795206,1.496811,-0.533251,1.084035,0.251297,-0.757561,0.019962,-0.813698,N
0.692861,-0.979133,0.61254,1.283209,1.240961,0.544544,-0.643512,-0.463199,P
-0.963772,-0.622811,-0.033081,-0.142309,-0.195758,0.691196,1.005286,-0.11788,P
-0.063963,0.19829,0.067157,-1.026889,-0.855313,-0.67422,0.363523,1.130768,P
-0.606341,-0.571962,0.873215,0.981783,0.682731,0.115785,-0.663209,1.317946,N
0.546867,0.30773,-1.399995,1.183294,1.556184,1.351416,-0.190202,-0.649406,N
-1.102646,0.961872,0.810921,1.334041,1.019333,-0.472432,1.408169,-0.668904,P
0.081602,-0.447312,0.925871,-0.327178,0.817486,-1.353384,1.472074,1.49231,P
-1.382941,-0.141001,0.797776,-1.086861,1.308156,-1.189528,1.09919,-1.226947,N
1.552342,-1.038868,-0.088875,1.496866,1.306436,0.705049,1.527098,0.1223,P
-0.722617,0.721866,-1.466737,-0.051775,0.678711,-0.336304,-0.874276,0.888022,N
0.377927,-0.426323,0.624851,0.039296,-0.02201,-0.539738,-0.734331,-0.724739,N
-0.480477,0.765977,-0.476614,0.719597,0.78041,1.541297,1.420246,-0.727348,P
-1.478969,-0.475763,0.60703,-0.864049,0.199452,-0.988037,0.251071,-0.597076,N
-0.754028,-0.802112,-1.545127,1.507484,0.114194,0.515336,0.589133,-0.801706,N
0.23056,-0.51831,-0.540347,-0.66035,-0.247018,-0.124355,-0.749011,0.02179,N
1.430547,0.394414,0.732856,0.752116,1.547242,-0.881264,-0.263216,-1.345397,P
0.597105,0.163664,-1.074196,-0.956162,1.524726,1.208442,-0.501504,1.105446,N
1.29886,-1.331851,0.719233,-0.96806,0.102212,-0.111169,0.109616,-0.156705,N
-0.982878,-0.566791,-0.705256,0.131109,-0.581263,0.833063,1.336308,-1.087177,N
-0.729265,-0.753203,-0.014847,1.29482,1.072577,-0.784889,0.089994,-0.688249,N
-1.4018,1.529414,-1.346772,0.22344,0.344401,-0.076466,1.421324,-0.064694,N
-1.245889,0.355971,-0.014623,1.157737,1.526468,-0.244385,-0.473836,-0.322071,N
-0.939943,1.218157,-0.72253,-0.939422,1.100368,-1.313057,0.17996,-0.090402,N
1.448954,-0.197342,-1.300453,0.777562,-0.671229,1.135708,-0.758787,1.152385,P
-1.051906,0.800775,-0.65229,-0.541177,0.112399,-0.477848,-1.216224,0.210251,N
1.49491,0.041666,1.123304,-0.649005,0.997262,-1.273207,1.275575,-0.600282,P
-1.510693,-0.293034,1.533054,-0.224473,0.578766,-1.407208,0.354524,-1.279194,P
0.141973,0.991779,-1.305473,0.3383,0.956102,-1.039236,-1.110646,-1.489738,N
-1.469894,-0.469072,-0.202649,-0.474631,-0.033306,0.822781,0.715886,0.469404,N
0.975069,-1.431302,-0.432849,-0.611585,-0.569354,-0.817534,-0.396587,0.735621,N
1.430225,-0.712501,1.04177,0.376053,0.156731,1.037965,1.02282,1.420714,P
1.471707,0.744447,0.928492,-0.566146,1.523528,-0.181934,-0.267924,-1.307799,P
1.220488,-1.048833,0.869587,0.661167,-1.193168,-0.989694,-1.088127,1.550797,P
1.276713,-0.266445,0.458442,0.413132,-0.790909,0.940241,-0.931348,-1.554936,P
0.644334,-1.370077,-1.284474,0.584232,-0.733845,0.418321,1.397179,1.096795,N
0.253663,0.985516,0.878136,-1.424684,0.153743,-0.157214,-1.011934,-1.038533,P
0.177213,1.083141,-0.370438,0.556671,-1.564939,-0.22248,1.012185,0.062403,P
0.192753,-1.187745,0.692818,0.309234,-0.521885,-0.727456,0.073019,-0.487292,N
0.612998,-0.757591,1.457856,1.099725,0.010071,0.72533,-1.137517,0.223484,P
1.376941,0.04439,0.911462,1.080606,-0.375438,1.242193,1.486041,-1.256687,P
1.275675,1.502712,0.5402,0.189839,1.473478,-1.493036,0.223548,-0.216591,N
-1.100702,0.822862,-0.059972,-1.238705,-0.433687,-1.548378,-0.173963,0.863654,P
1.346945,0.552518,0.498794,0.421763,-0.476895,1.372076,1.033885,1.273569,P
-0.219575,-0.380053,1.454811,1.144582,-0.974616,1.190293,0.348333,1.207822,P
0.975027,-0.685332,-0.00206,1.017896,-0.102005,-0.408936,-1.499799,-1.110604,N
0.729119,-1.295525,-0.070729,-1.339452,0.911072,0.814888,1.013253,1.420656,N
-1.041658,0.487861,-1.216964,0.490803,0.264782,-1.515392,-0.838136,0.857409,N
0.951057,-0.072456,1.391471,-0.892459,-1.448279,-0.299068,0.342209,-0.010905,P
-0.006664,1.162584,0.437393,1.548094,-0.156181,0.113138,-0.755258,-1.061548,P
1.091148,-1.165733,-0.065902,0.138156,1.437877,0.844656,1.548982,-0.333852,P
1.443704,-1.499264,1.359431,0.348938,1.270143,-0.716498,-0.633143,-0.158149,P
-1.322053,0.591962,-0.83928,-0.759612,0.164782,-0.461693,-0.655914,-0.214837,N
0.734987,-0.319927,-0.025887,0.631629,-1.396934,0.062532,-0.097326,-1.080281,P
0.182561,1.394353,-1.542512,0.339091,-1.139067,-1.450797,1.010325,-1.023011,P
-1.035575,-1.388106,-0.57436,0.254685,0.570395,1.500542,0.231205,0.189789,N
-0.489082,-0.427608,0.844623,-1.501827,-1.51294,-1.089957,-0.279833,1.072748,P
1.544992,1.156452,-1.285595,1.494471,0.064573,-0.27758,-0.194384,0.075117,N
1.41969,-0.552906,0.877743,0.539971,1.427642,-0.020725,0.237955,-0.434047,P
0.334188,0.142523,-0.693924,-0.760508,-1.10705,0.389148,0.066722,-0.252577,P
-0.465467,1.495297,-1.186757,1.27645,1.469211,-0.380655,-0.146288,-0.774709,N
-0.5307,-1.282728,0.148159,-0.636462,0.103518,-1.393949,1.207545,1.373566,N
-0.490896,-1.196407,-1.18209,0.114603,-0.623041,-1.245276,0.520794,1.094984,N
-0.66303,1.326793,0.053271,0.330282,-0.518744,-0.069738,0.503852,-0.052346,P
-0.312282,0.380163,-0.029323,-0.140188,-0.61695,-0.277825,-1.495432,-0.127467,N
1.071033,-0.598373,0.406083,0.050159,1.322955,-1.002687,-0.990168,0.235069,P
-0.480715,-0.621206,1.498741,1.081478,-1.290975,-0.660104,-0.739479,-1.327117,P
0.802,-1.100594,0.054056,-0.860279,1.565913,-1.39913,-0.281253,0.458935,P
-1.366648,0.009369,0.604029,-1.107926,1.182032,-0.364371,1.079122,0.706718,N
-1.063543,0.379186,1.42597,-0.68892,-1.019673,-1.013281,0.381726,-0.556373,P
0.69581,-1.306712,-0.925214,1.232694,-0.262101,0.35721,0.542344,1.560648,N
1.477263,0.972528,0.809997,-0.913597,-0.617163,0.037497,1.419742,0.653694,P
0.354769,-0.420429,1.097068,1.276504,0.878077,-1.255682,1.209077,0.48765,P
-0.148624,-0.703245,0.411546,0.271595,-1.361796,0.975035,1.133967,-0.489895,P
-0.362179,-0.768246,-0.936826,-0.031193,-1.203503,0.861964,-1.460047,0.451416,N
1.263036,0.029308,0.436085,0.379792,1.437151,1.153277,-0.027058,0.009245,P
0.102389,-0.642662,-0.052547,-0.55905,-1.517992,-0.508037,0.771449,1.437353,P
-0.733118,-0.419911,-0.372057,0.551596,-0.009618,0.265595,0.393719,-1.26278,P
-0.182725,-1.418796,-1.385116,-0.173056,-1.424657,-0.349638,1.035152,1.058666,P
1.413682,-1.017366,-0.449287,0.558985,1.004823,1.558321,-0.344934,-0.978309,P
-0.106873,0.816001,1.229195,1.50501,-1.138209,-0.750091,-1.070362,0.664512,N
0.779195,1.474079,-0.036909,-1.396217,-0.72803,0.439882,-0.809592,0.093767,P
-1.361814,0.247786,-1.430051,1.477842,0.50241,0.93177,-0.578408,-1.141248,N
-1.508041,-1.211126,1.461406,0.653196,-0.600472,-0.577792,-1.211867,-1.524345,P
0.723871,-1.008502,0.88092,1.544964,-1.335814,-0.295168,-0.910628,0.019143,P
-1.290291,-0.995395,-0.707124,0.938124,-1.204891,-0.319046,0.918398,1.291674,P
0.491359,-0.615123,0.011749,-0.60552,0.099042,0.495324,0.873524,0.766939,N
-0.969134,0.604424,-0.458433,-1.363461,-0.441094,-0.315766,0.649349,-0.018731,N
0.915345,-1.351296,1.447536,-0.912353,0.694461,-0.926608,-0.280951,-0.660847,P
-0.178819,-0.665865,0.248474,0.203044,0.780981,-0.624493,-0.134612,-1.330417,N
1.099173,-0.83202,0.918635,0.798994,0.371133,0.200638,-0.484615,1.537431,P
1.239796,-0.523154,-1.422689,1.522869,1.564944,1.200878,1.222627,0.010686,P
-0.934138,0.667195,-0.476679,0.303401,0.596384,1.556215,-0.4605,0.530762,N
-1.514042,1.20402,-0.480047,0.463633,-1.393949,1.537903,1.254769,1.541559,P
0.3936,0.972098,-0.540531,1.131679,-1.245227,-1.496329,-0.61604,0.263303,N
-0.958974,-1.371038,0.785059,0.921407,0.756738,-0.351075,0.905762,-1.17486,P
-1.101334,0.549899,-0.204227,1.169931,1.32819,-0.610148,-1.016492,-0.95342,N
0.142132,-0.410851,1.320113,-0.206672,-1.262496,-0.59739,-0.197581,1.139158,P
1.200086,0.039792,1.214017,1.070877,-0.454221,0.192243,-0.075413,0.969702,P
0.82267,-0.379245,-0.653787,0.041916,-0.023369,1.465279,-1.398511,-0.799355,N
0.466221,0.32386,1.098135,0.768763,-0.068781,-0.002416,0.617731,-1.301821,P
0.63958,-1.26012,-0.504797,-0.776356,0.110559,0.241415,-0.765652,1.4845,P
-1.104778,-1.361324,1.314245,-1.176961,1.483762,-1.478937,-0.348115,-0.544746,P
-1.186415,0.450744,-0.023061,1.425202,-0.37284,-0.204773,-1.122416,-0.949235,N
-0.395646,1.278603,-1.162406,-1.273673,1.153933,1.558352,0.815284,-0.792562,P
1.124934,0.993235,1.010091,0.193337,1.097031,-0.243003,-1.154705,-0.231048,N
0.665111,-1.121307,-0.562861,1.004194,-0.200112,-0.077404,-1.508704,-0.209261,N
0.729827,0.614086,-0.663768,0.846516,1.3705,-0.311782,-0.993512,1.539371,P
1.422269,0.807672,-0.157686,-0.883291,-0.172128,0.051534,-0.399264,1.200152,P
-0.311113,-0.282695,1.281068,-1.439467,0.452207,-0.950177,0.0118,-1.213774,P
-1.272581,-1.168002,-1.56353,0.291973,0.725726,-0.902569,0.403793,-1.542823,N
-0.300769,1.196095,1.179476,0.019053,-1.534902,1.274956,0.716031,0.476287,P
-0.205402,-0.275261,-0.00094,-0.212083,-1.482612,-0.611325,-1.110458,0.171116,N
0.419408,1.256533,-0.096103,1.23465,0.859864,-1.52642,0.739019,1.395305,N
-0.740548,0.771628,-0.427272,0.542026,0.413319,-0.290586,-1.166707,-1.094628,N
0.60797,0.25546,0.524108,-0.793009,0.595735,1.290288,0.970798,-0.252938,P
-1.442692,-1.035718,-0.343131,-1.469402,0.263888,-0.548181,-1.23214,-0.556046,P
-0.518402,0.252302,0.959304,-0.171079,-0.756126,1.019939,0.803729,0.776478,P
-1.147256,-0.713431,0.37224,-0.770715,-0.471238,-1.555914,-0.577262,0.091134,P
1.161459,0.81791,1.320522,-0.619323,-0.146567,0.365885,-0.799638,-1.406339,P
-1.221619,-1.003748,-1.347595,-0.871753,-0.348775,1.335292,0.223237,1.011645,N
-1.448234,0.358522,-1.280555,0.836594,0.342608,-1.285913,0.878922,0.422982,N
0.593534,0.11091,0.75762,-1.134205,-0.327153,-1.328149,0.265938,-0.371203,P
0.96738,1.094242,0.452052,0.600677,-0.676597,-1.176294,-0.866077,0.399214,N
1.010912,0.048036,1.260257,-1.501565,0.992744,0.065092,-1.156308,-0.852734,P
0.666879,-0.04568,0.518788,-0.382062,0.043749,0.722467,-0.173677,0.050386,P
-0.961499,-1.19249,1.34756,0.1004,0.152712,0.242733,-0.442146,-1.385912,P
0.442755,1.175519,0.70455,0.382624,-0.052847,-1.308404,-1.288088,-1.25143,N
-1.049292,-0.537077,0.700824,-0.074768,0.873198,0.807659,-0.183586,0.187581,P
1.449414,-0.854843,0.911767,0.017383,1.464966,-0.496408,-0.488765,-1.478799,P
0.397603,-0.84184,-0.621384,-0.010528,1.025635,0.948003,0.587064,-1.033516,P
0.346252,0.932017,-0.95255,-1.01639,-0.065239,-1.07044,-0.957293,-0.436191,N
1.234526,0.431511,0.044611,1.52134,-0.058729,1.022384,-1.128811,1.408982,P
-1.534098,-1.539215,-1.063395,-0.269227,-0.604687,-1.29704,0.154912,-0.573903,N
-0.539461,1.431792,0.041465,-1.009959,0.073255,0.164523,-0.76669,-0.89071,N
-0.080192,-0.474732,-0.525035,-0.358133,-0.314413,0.532536,1.062088,-0.470661,N
-0.04067,0.825643,0.462818,0.146462,-0.184225,-0.068481,-0.018226,0.136543,N
1.325482,0.162625,0.000116,-1.429843,1.348879,-1.143695,1.552465,1.508043,N
0.339697,0.04543,-1.19867,-1.322962,0.874615,1.326557,1.358031,-0.688514,P
1.012108,0.131825,0.984342,1.164695,0.144917,-0.438908,0.761974,-1.375855,P
-1.230033,0.752015,0.207244,-0.240412,0.878619,-0.27209,1.370487,1.269357,N
-1.477306,0.484213,-0.875248,-0.518951,1.46701,1.141444,-0.379054,-0.479486,N
-1.075175,1.447513,-1.362662,-0.950349,0.810918,-1.462352,0.383013,-0.540592,N
-0.031052,-0.144873,-0.052331,-0.656913,0.875417,-1.068844,0.177858,-0.250606,N
-0.379049,-0.154328,0.113538,-1.187308,1.063111,-0.436022,-1.533364,0.943359,P
0.468405,1.172441,1.282474,0.312119,1.475258,1.115307,-0.757124,-0.588032,P
-0.353893,1.141837,0.065766,-0.677681,1.203394,-0.918024,-1.529355,0.394511,P
-0.850746,-1.140611,-0.519379,-1.518185,-0.124014,-0.862861,0.641116,-1.349883,N
-1.096704,-0.254843,1.286219,-0.126206,-1.432445,-0.514233,-0.426719,1.101759,P
-0.584943,-1.162007,0.191151,-0.576414,-1.075458,-0.189108,0.394103,0.709981,N
-1.10167,1.4365,-1.168365,0.881451,1.500965,0.953845,1.206074,0.875666,P
0.785786,0.114054,1.382401,-1.208053,-0.277159,-0.277432,0.931533,-1.038444,P
-0.557292,0.532451,-1.198223,0.370064,0.76483,-0.680651,-1.428926,1.557702,P
-1.318455,-1.490191,-0.930453,-0.680639,-0.905376,-1.170431,1.522505,1.404336,N
1.523495,-0.859455,0.725877,-0.969036,1.214362,1.227793,0.471783,-0.111804,N
1.407038,0.175021,1.012289,-0.57541,-1.147876,1.539562,-0.117045,-0.419695,P
1.312208,1.04839,-1.319952,-1.089342,0.167457,1.254092,-0.540966,-0.931899,N
0.291604,-0.900311,1.488713,0.635923,-0.414583,0.582311,-0.242582,1.560697,P
0.099536,1.527762,1.155888,0.256973,0.158803,0.835079,0.70997,1.478966,P
-1.570596,0.859777,-0.597249,-0.752383,-1.346249,-1.466174,0.698982,0.694552,P
-1.345999,-1.051639,-0.57245,-0.390331,-0.661698,0.672341,1.378868,-0.827178,N
0.4015,-0.298026,1.531426,-0.644314,0.073684,-0.274233,-0.892254,-0.831365,P
-0.131024,-1.232474,-0.38661,0.092894,0.619796,-0.316658,-1.296956,1.053271,N
0.130258,1.467618,-0.934944,-0.098284,-0.607061,-0.219457,1.567792,-0.557279,P
-0.442721,-1.53165,0.639675,0.614688,1.026827,-0.191692,1.337358,-1.09771,P
-1.520671,-0.229002,0.494107,1.503208,1.116597,1.504092,-1.1286,1.354672,P
-1.066025,-0.38749,1.235203,-0.264153,-1.236114,-1.119934,0.549558,0.855948,N
-0.183548,-0.026719,0.416446,-0.553953,-0.008965,-1.445205,0.147017,0.561004,P
0.146717,0.180363,-0.259161,1.395589,0.118427,1.241416,-1.51446,0.870466,N
-0.274762,-0.274869,-1.469031,0.532307,-1.367088,1.156509,-0.343149,-0.479853,P
0.221299,1.555777,-0.222303,-0.776812,0.955723,0.408923,0.657594,-0.419,N
-0.276466,0.463841,-0.888851,0.58436,-0.124221,-1.030125,0.057457,1.316275,N
-0.152907,1.480814,-0.645149,0.721612,1.371053,0.001781,1.217136,-0.468308,N
-0.078273,0.338315,-1.379473,-1.554038,-0.302404,-1.488468,1.493131,-1.158891,N
0.795526,-0.229938,0.152657,0.483248,0.597385,-0.186195,0.017644,0.386774,N
-0.214663,-0.410311,-0.970075,0.929972,-0.28115,-0.355813,1.234591,0.563181,P
-1.290974,-0.302008,0.819205,0.610797,-0.336322,1.443095,-0.441686,-0.242428,P
-1.555518,0.961022,-1.225948,-1.05344,-0.842186,1.000255,0.164027,0.154195,N
0.745308,0.973902,1.204168,0.852601,1.395741,0.623178,-1.511297,-0.250906,N
0.85386,0.670184,0.306123,0.854454,-0.048916,-0.310809,-0.589314,-0.958069,N
0.030407,1.174916,-0.914644,0.582723,0.97001,0.693511,0.849085,1.544755,N
-1.028289,-1.230966,-0.602827,1.479601,1.227197,0.53331,1.460141,0.580433,P
-0.546532,-1.460763,-0.078367,-1.192267,0.950439,0.368934,-1.525362,0.683958,P
0.4496,0.509355,-0.793254,-1.352159,-0.977554,-0.829515,-1.357674,0.191438,N
0.898435,-0.117092,0.700187,0.546259,0.784555,0.728456,-1.039647,0.515735,N
1.509573,-1.332971,-0.363292,1.244127,0.754246,0.370749,0.198322,0.309872,N
-0.110009,-0.541761,1.415723,-0.406885,0.291694,1.40811,-0.039525,-0.741509,P
1.472283,-1.045045,-0.364765,0.722714,-1.51863,0.485928,-1.417625,0.150545,N
1.470085,0.579446,-1.360027,1.261011,-1.315017,-1.155238,-0.1903,1.229011,N
-0.906573,-0.186435,0.253427,0.624619,-0.385416,-1.04355,-0.231777,0.01195,N
-0.041383,-1.248228,-0.65216,-1.224161,0.282666,0.572455,0.09313,-0.211802,N
-1.235269,0.5843,0.159847,-0.186898,0.679601,-1.451739,0.724131,-0.332624,N
-1.526561,-0.286564,0.494996,0.393082,-0.777081,1.37298,-0.059875,-1.523951,P
0.475508,-0.220322,0.467273,-0.232211,-0.805824,0.673718,-1.006123,0.361881,P
-0.354026,0.983919,-0.523447,-0.911178,-0.082271,0.884241,1.280156,0.011084,N
0.054365,-0.609438,-1.111345,1.10225,-0.421039,-1.440932,-1.183685,0.942419,N
-0.495866,-1.23584,1.53311,-0.46282,-1.528676,0.796537,1.514775,-0.680189,P
0.622332,1.452055,-0.364396,-0.027678,-0.517035,1.065133,-0.639145,0.318517,P
1.177085,0.797801,-1.431511,-0.227175,-0.154083,0.889199,-1.004945,0.037077,N
0.657979,0.323994,-1.080937,-1.089793,-0.994984,0.211298,-0.907451,1.114715,P
0.238952,0.99168,0.519635,-0.668423,-0.000106,1.289426,0.904042,-1.443589,P
1.115226,1.0162,-0.120763,0.146169,1.364192,0.669672,1.499392,0.126198,P
0.852731,-1.566699,-0.18958,-0.061258,0.625378,-1.150391,-1.570293,0.441233,P
-0.102093,1.321587,-0.69551,0.878524,-1.039675,-1.263591,0.600202,-1.493305,P
-0.574343,0.85083,0.434097,-0.136621,-0.278696,-0.0012,-0.065263,0.208833,N
1.132072,-0.624556,1.097838,0.315746,0.0716,-1.325929,-0.451118,0.703024,P
1.253695,-0.849484,0.793812,0.591656,0.156765,1.563149,-1.269326,0.195982,P
0.192316,1.267066,-0.745981,0.815226,-1.04233,-1.302551,0.998966,1.479211,N
-0.446705,-1.281621,0.39487,1.020485,-0.914047,-1.361808,0.950218,-1.470709,P
0.640936,-1.437608,1.535453,1.341465,0.007761,-1.405291,-1.542467,-0.161682,N
-0.317277,0.109936,1.31784,-1.204593,-1.514565,-0.229864,0.187575,0.081493,P
-1.186462,0.444225,0.706832,-1.164038,1.025948,0.829158,1.549963,-0.073321,P
-1.180103,-1.475841,1.362417,-1.29594,-1.099019,-0.45457,0.138582,-0.80089,N
-1.115432,1.563845,-0.924394,-0.195681,1.352808,0.395213,1.219982,1.171916,N
-1.181532,0.979233,-1.107658,0.437559,0.940643,1.010974,-0.932936,-1.389783,N
-0.000465,-0.839348,0.664506,-0.412071,0.895773,-1.43718,-0.16189,-0.336254,N
-1.526775,-1.176522,-0.002296,1.539398,0.747303,1.022681,-0.274034,0.311694,N
0.02554,-0.617029,-0.884071,-1.494297,-0.167762,0.54764,-0.117997,-1.530974,N
-1.142143,-0.002176,1.146028,-0.754426,-1.564614,-0.677746,-0.837935,-1.43822,P
-0.86246,1.130904,0.188583,-0.165582,-1.33733,0.544272,0.593191,-0.755695,P
-0.054066,0.470001,-0.34697,0.511784,-1.545441,-0.734172,1.492695,0.493484,P
-0.764485,1.342693,-0.720734,-0.127399,0.463854,0.939118,-1.033527,0.179537,N
0.409959,0.581721,0.599171,1.369427,-1.432535,0.396734,-0.621038,1.547781,P
0.672842,0.349419,1.461459,0.643899,0.543421,1.449578,-1.42188,1.165199,P
-1.283626,1.049166,-1.365156,-0.775256,0.662921,-0.002805,0.554519,-1.192517,N
-0.591244,-0.422277,-1.117668,-1.547418,-1.512461,-0.015268,-1.304432,0.723998,N
-0.184252,-0.355835,-1.065676,-1.344079,-1.312769,1.002554,-1.551654,0.845408,P
0.895465,1.078466,-0.599475,1.249695,-0.3015,1.563223,-0.288084,-0.654211,N
-1.287904,-1.215819,-0.285614,-1.072882,0.079089,-0.056395,-0.632716,0.254505,N
-0.224995,-1.346375,0.033226,0.809906,0.35969,0.930664,0.238439,-1.385058,P
0.982032,0.375765,-0.780929,-0.430268,0.887572,-0.322871,-1.219966,0.536761,P
-0.922565,0.887879,0.495937,0.424547,1.138275,-0.969281,1.202781,-1.310922,P
1.35644,0.015785,0.57165,0.800446,-1.304357,-1.552504,-1.009217,-0.678292,P
-0.851728,1.400449,0.728385,0.789373,-0.300605,1.142744,-0.453524,0.784429,P
1.238275,0.541001,-0.814898,0.047918,-0.584222,1.53336,-0.870983,-1.374544,P
-1.367947,0.836217,1.360295,1.118015,-1.543765,0.698213,1.216279,1.318256,P
-0.906795,-1.186371,1.114727,0.61132,0.351576,1.012436,-0.351069,1.420641,P
-0.632359,0.353134,-1.238998,1.444003,-0.395066,1.148486,-0.504152,0.610553,P
-0.041716,0.659351,-1.36312,0.558672,1.458251,0.660089,-0.410765,1.121976,N
-0.547506,1.30751,-1.469213,-0.627537,1.265806,1.144333,1.494571,1.208457,P
-0.208974,-0.114892,-0.149496,-0.693509,-0.470728,-0.03178,-0.920074,0.145793,N
