S1_Temp,S2_Temp,S1_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2_Slope,S6_PIR,S7_PIR,target
25.13,25.13,11,35,0.08,0.05,0.08,0.1,0.0,0,0,0
25.13,25.13,11,35,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,11,36,0.08,0.04,0.07,0.09,0.0,0,0,0
25.13,25.13,11,37,0.08,0.05,0.06,0.11,0.0,0,0,0
25.13,25.13,11,37,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,11,37,0.07,0.05,0.06,0.09,0.0,0,0,0
25.13,25.13,11,38,0.08,0.05,0.06,0.09,0.0,0,0,0
25.13,25.13,12,37,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,12,39,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,12,39,0.08,0.04,0.06,0.1,0.0,0,0,0
25.13,25.13,12,38,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,11,38,0.08,0.05,0.06,0.09,0.0,0,0,0
25.13,25.13,11,38,0.08,0.04,0.07,0.1,0.0,0,0,0
25.19,25.13,11,38,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.13,11,38,0.08,0.05,0.06,0.09,0.0,0,0,0
25.13,25.13,11,37,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.13,11,37,0.08,0.04,0.07,0.1,0.0,0,0,0
25.19,25.13,11,37,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.13,11,35,0.08,0.05,0.06,0.09,0.0,0,0,0
25.19,25.13,11,35,0.08,0.05,0.07,0.09,0.0,0,0,0
25.19,25.13,11,36,0.07,0.04,0.06,0.09,0.0,0,0,0
25.19,25.13,10,35,0.08,0.05,0.06,0.09,0.0,0,0,0
25.19,25.13,11,35,0.08,0.04,0.05,0.09,0.0,0,0,0
25.13,25.13,12,37,0.07,0.05,0.07,0.11,0.0,0,0,0
25.13,25.13,12,39,0.08,0.04,0.06,0.09,0.0,0,0,0
25.19,25.13,12,40,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,12,39,0.08,0.05,0.06,0.11,0.0,0,0,0
25.13,25.13,12,39,0.07,0.05,0.06,0.11,0.0,0,0,0
25.19,25.13,12,39,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.13,12,40,0.08,0.04,0.08,0.09,0.0,0,0,0
25.13,25.13,13,40,0.08,0.04,0.06,0.1,0.0,0,0,0
25.19,25.13,13,40,0.07,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,13,41,0.07,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,13,41,0.07,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,13,41,0.07,0.05,0.06,0.09,0.0,0,0,0
25.13,25.13,13,43,0.07,0.05,0.07,0.09,0.0,0,0,0
25.13,25.19,12,39,0.08,0.05,0.06,0.1,0.0,1,0,0
25.13,25.13,12,40,0.08,0.04,0.06,0.1,0.0,0,0,0
25.13,25.19,12,40,0.08,0.05,0.06,0.09,0.0,0,0,0
25.19,25.13,12,40,0.07,0.05,0.07,0.1,0.0,0,0,0
25.19,25.13,12,40,0.08,0.05,0.06,0.11,0.0,0,0,0
25.13,25.19,12,40,0.09,0.06,0.07,0.1,0.0,0,0,0
25.13,25.13,12,40,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.13,12,40,0.07,0.05,0.07,0.1,0.0,0,0,0
25.13,25.13,13,40,0.08,0.05,0.07,0.1,0.0,0,0,0
25.19,25.13,13,40,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.13,13,41,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,41,0.08,0.04,0.07,0.1,0.0,0,0,0
25.19,25.13,12,40,0.08,0.09,0.07,0.09,0.0,0,0,0
25.19,25.19,12,39,0.09,0.1,0.08,0.1,0.0,0,0,0
25.19,25.19,12,40,0.13,0.16,0.13,0.1,0.0,0,0,0
25.13,25.19,12,40,0.08,0.04,0.06,0.09,0.0,0,0,0
25.19,25.13,12,40,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,12,40,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,12,40,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.13,12,39,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,12,39,0.07,0.05,0.06,0.09,0.0,0,0,0
25.13,25.19,13,41,0.07,0.05,0.06,0.11,0.0,0,0,0
25.19,25.19,13,43,0.07,0.05,0.05,0.1,0.0,0,0,0
25.19,25.19,13,43,0.08,0.05,0.06,0.11,0.0,0,0,0
25.19,25.19,14,43,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,43,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,43,0.09,0.05,0.06,0.09,0.0,0,0,0
25.19,25.19,13,42,0.08,0.04,0.06,0.1,0.0,0,0,0
25.19,25.19,13,42,0.08,0.04,0.06,0.11,0.0,0,0,0
25.19,25.19,13,41,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,44,0.07,0.05,0.07,0.1,0.0,0,0,0
25.19,25.19,14,45,0.12,0.09,0.1,0.09,0.0,0,0,0
25.19,25.19,14,44,0.09,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,42,0.08,0.04,0.06,0.1,0.0,0,0,0
25.19,25.19,13,41,0.08,0.04,0.07,0.1,0.0,0,0,0
25.19,25.19,12,39,0.07,0.05,0.07,0.09,0.0,0,0,0
25.19,25.19,12,39,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,12,39,0.08,0.05,0.06,0.1,0.0,0,0,0
25.13,25.19,12,39,0.07,0.05,0.06,0.09,0.0,0,0,0
25.19,25.19,12,40,0.08,0.05,0.07,0.1,0.0,0,0,0
25.19,25.19,13,41,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,42,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,42,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,41,0.07,0.05,0.05,0.1,0.0,0,0,0
25.19,25.19,12,40,0.12,0.1,0.11,0.1,0.0,0,0,0
25.19,25.19,12,40,0.08,0.04,0.06,0.1,0.0,0,0,0
25.19,25.19,13,40,0.08,0.05,0.06,0.09,0.0,0,0,0
25.19,25.19,13,41,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,40,0.08,0.04,0.06,0.1,0.0,0,0,0
25.19,25.19,12,40,0.07,0.05,0.06,0.11,0.0,0,0,0
25.19,25.19,12,38,0.08,0.04,0.06,0.09,0.0,0,0,0
25.19,25.19,12,38,0.08,0.06,0.05,0.1,0.0,0,0,0
25.19,25.19,12,39,0.08,0.04,0.05,0.1,0.0,0,0,0
25.19,25.19,14,44,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,43,0.08,0.07,0.07,0.09,0.0,0,0,0
25.19,25.19,13,41,0.07,0.04,0.05,0.1,0.0,0,0,0
25.19,25.19,12,40,0.08,0.05,0.07,0.1,0.0,0,0,0
25.25,25.19,12,40,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,12,40,0.08,0.05,0.07,0.1,0.0,0,0,0
25.19,25.19,12,40,0.08,0.09,0.06,0.1,0.0,0,0,0
25.25,25.19,12,40,0.1,0.05,0.1,0.09,0.0,0,0,0
25.19,25.19,13,41,0.08,0.12,0.08,0.1,0.0,0,0,0
25.25,25.19,13,41,0.15,0.05,0.11,0.09,0.0,0,0,0
25.25,25.19,14,43,0.08,0.05,0.07,0.09,0.0,0,0,0
25.19,25.19,14,45,0.08,0.07,0.07,0.1,0.0,0,0,0
25.19,25.19,14,44,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,47,0.08,0.05,0.06,0.09,0.0,0,0,0
25.19,25.19,14,46,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,44,0.07,0.04,0.05,0.09,0.0,0,0,0
25.19,25.19,14,43,0.07,0.06,0.06,0.1,0.0,0,0,0
25.19,25.19,14,43,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,13,43,0.08,0.05,0.05,0.1,0.0,0,0,0
25.19,25.19,13,41,0.07,0.04,0.07,0.1,0.0,0,0,0
25.19,25.19,13,40,0.08,0.05,0.05,0.1,0.0,0,0,0
25.19,25.19,13,40,0.08,0.05,0.05,0.1,0.0,0,0,0
25.19,25.19,13,41,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,43,0.08,0.06,0.07,0.09,0.0,0,0,0
25.19,25.25,14,44,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,44,0.07,0.05,0.07,0.1,0.0,0,0,0
25.19,25.19,14,44,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,15,46,0.08,0.04,0.06,0.09,0.0,0,0,0
25.19,25.19,14,47,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,15,49,0.07,0.06,0.05,0.1,0.0,0,0,0
25.19,25.19,14,46,0.08,0.04,0.06,0.09,0.0,0,0,0
25.19,25.19,14,44,0.07,0.04,0.06,0.1,0.0,0,0,0
25.19,25.19,14,45,0.08,0.05,0.07,0.11,0.0,0,0,0
25.19,25.19,14,47,0.07,0.05,0.06,0.11,0.0,0,0,0
25.19,25.19,14,46,0.09,0.08,0.1,0.1,0.0,0,0,0
25.19,25.19,14,46,0.13,0.05,0.14,0.1,0.0,0,0,0
25.19,25.19,14,45,0.09,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,14,44,0.08,0.05,0.06,0.11,0.0,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.19,16,49,0.08,0.06,0.06,0.1,0.0,0,0,0
25.25,25.19,15,49,0.09,0.06,0.1,0.1,0.0,0,0,0
25.25,25.19,15,49,0.11,0.08,0.13,0.1,0.0,0,0,0
25.19,25.19,15,48,0.11,0.05,0.12,0.13,0.0,0,0,0
25.19,25.19,15,47,0.08,0.05,0.06,0.08,0.0,0,0,0
25.25,25.19,15,47,0.07,0.05,0.07,0.1,0.0,0,0,0
25.19,25.19,16,49,0.08,0.04,0.06,0.1,0.0,0,0,0
25.19,25.19,15,50,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.19,15,49,0.08,0.05,0.06,0.11,0.0,0,0,0
25.19,25.19,14,47,0.07,0.05,0.06,0.1,0.0,0,0,0
25.25,25.19,14,48,0.08,0.05,0.07,0.1,0.0,0,0,0
25.25,25.25,14,46,0.08,0.04,0.07,0.1,0.0,0,0,0
25.19,25.25,14,45,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.19,14,43,0.08,0.05,0.07,0.1,0.0,0,0,0
25.25,25.19,15,46,0.08,0.06,0.08,0.09,0.0,0,0,0
25.25,25.19,15,48,0.14,0.1,0.07,0.11,0.0,0,0,0
25.25,25.19,15,49,0.08,0.05,0.16,0.11,0.0,0,0,0
25.19,25.19,15,48,0.08,0.08,0.07,0.1,0.0,0,0,0
25.25,25.25,14,47,0.12,0.05,0.13,0.1,0.0,0,0,0
25.25,25.25,14,45,0.09,0.05,0.06,0.11,0.0,0,0,0
25.25,25.25,14,45,0.09,0.06,0.06,0.09,0.0,0,0,0
25.25,25.25,15,48,0.08,0.06,0.07,0.09,0.0,0,0,0
25.25,25.25,16,51,0.09,0.07,0.06,0.1,0.0,0,0,0
25.19,25.19,16,52,0.08,0.09,0.06,0.1,0.0,0,0,0
25.19,25.25,17,51,0.14,0.13,0.19,0.14,0.0,0,0,0
25.25,25.25,17,53,0.12,0.09,0.19,0.1,0.0,0,0,0
25.25,25.25,17,54,0.09,0.04,0.09,0.12,0.0,0,0,0
25.19,25.19,17,53,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.19,17,53,0.08,0.06,0.06,0.1,0.0,0,0,0
25.19,25.19,16,51,0.07,0.04,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.08,0.05,0.06,0.11,0.0,0,0,0
25.25,25.19,17,53,0.08,0.05,0.06,0.11,0.0,0,0,0
25.25,25.25,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.07,0.05,0.08,0.1,0.0,0,0,0
25.25,25.25,17,52,0.07,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,16,51,0.07,0.04,0.06,0.1,0.0,0,0,0
25.25,25.25,16,50,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,17,51,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,17,53,0.13,0.07,0.06,0.1,0.0,0,0,0
25.25,25.25,17,54,0.15,0.09,0.14,0.13,0.0,0,0,0
25.25,25.25,18,55,0.1,0.06,0.1,0.11,0.0,0,0,0
25.25,25.25,17,54,0.07,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,18,54,0.08,0.06,0.06,0.09,0.0,0,0,0
25.25,25.25,17,54,0.09,0.05,0.09,0.09,0.0,0,0,0
25.25,25.25,17,54,0.1,0.07,0.1,0.1,0.0,0,0,0
25.25,25.25,17,54,0.08,0.05,0.08,0.1,0.0,0,0,0
25.25,25.25,17,53,0.08,0.06,0.06,0.1,0.0,0,0,0
25.25,25.25,18,54,0.08,0.06,0.06,0.09,0.0,0,0,0
25.25,25.25,17,54,0.08,0.05,0.05,0.1,0.0,0,0,0
25.25,25.25,18,54,0.08,0.06,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,16,53,0.08,0.06,0.06,0.09,0.0,0,0,0
25.25,25.25,17,53,0.07,0.04,0.06,0.09,0.0,0,0,0
25.25,25.25,16,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,16,50,0.1,0.05,0.07,0.1,0.0,0,0,0
25.19,25.25,16,51,0.08,0.05,0.07,0.11,0.0,0,0,0
25.19,25.25,16,50,0.08,0.05,0.06,0.09,0.0,0,0,0
25.19,25.25,15,49,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,15,49,0.07,0.05,0.06,0.1,0.0,0,0,0
25.19,25.25,15,49,0.07,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,15,49,0.09,0.04,0.07,0.1,0.0,0,0,0
25.25,25.25,15,49,0.08,0.05,0.06,0.1,0.0,0,0,0
25.19,25.25,15,49,0.09,0.06,0.06,0.09,0.0,0,0,0
25.25,25.25,15,49,0.07,0.04,0.06,0.1,0.0,0,0,0
25.19,25.25,16,49,0.08,0.06,0.06,0.1,0.0,0,0,0
25.19,25.25,17,53,0.07,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,16,52,0.07,0.06,0.07,0.1,0.0,0,0,0
25.25,25.25,16,52,0.07,0.05,0.05,0.1,0.0,0,0,0
25.25,25.25,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,17,54,0.08,0.07,0.06,0.1,0.0,0,0,0
25.25,25.25,17,54,0.09,0.05,0.07,0.09,0.0,0,0,0
25.25,25.25,17,54,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,17,54,0.07,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,17,53,0.07,0.06,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.07,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,17,54,0.08,0.04,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.25,17,53,0.08,0.04,0.06,0.11,0.0,0,0,0
25.25,25.25,16,52,0.08,0.04,0.07,0.1,0.0,0,0,0
25.25,25.25,16,51,0.1,0.07,0.09,0.1,0.0,0,0,0
25.25,25.31,16,51,0.1,0.07,0.12,0.1,0.0,0,0,0
25.25,25.25,17,53,0.09,0.06,0.08,0.1,0.0,0,0,0
25.25,25.31,17,53,0.08,0.06,0.06,0.1,0.0,0,0,0
25.25,25.25,17,53,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,16,52,0.08,0.04,0.06,0.1,0.0,0,0,0
25.25,25.31,17,52,0.08,0.05,0.06,0.09,0.0,0,0,0
25.25,25.25,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,16,52,0.08,0.07,0.06,0.09,0.0,0,0,0
25.25,25.25,17,52,0.07,0.06,0.06,0.09,0.0,0,0,0
25.25,25.31,17,53,0.08,0.05,0.07,0.1,0.0,0,0,0
25.25,25.31,17,53,0.07,0.05,0.06,0.11,0.0,0,0,0
25.25,25.25,16,52,0.07,0.05,0.06,0.09,0.0,0,0,0
25.25,25.31,16,51,0.07,0.05,0.06,0.11,0.0,0,0,0
25.25,25.25,16,50,0.08,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,16,51,0.07,0.06,0.08,0.1,0.0,0,0,0
25.25,25.25,16,51,0.08,0.06,0.06,0.1,0.0,0,0,0
25.25,25.31,16,50,0.07,0.05,0.07,0.1,0.0,0,0,0
25.31,25.31,16,50,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.25,16,50,0.08,0.04,0.07,0.1,0.0,0,0,0
25.25,25.31,16,50,0.07,0.05,0.05,0.1,0.0,0,0,0
25.25,25.31,16,51,0.08,0.05,0.06,0.11,0.0,0,0,0
25.31,25.31,17,53,0.08,0.06,0.07,0.1,0.0,0,0,0
25.25,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.05,0.1,0.0,0,0,0
25.31,25.25,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.25,17,53,0.09,0.13,0.12,0.1,0.0,0,0,0
25.25,25.31,17,53,0.08,0.06,0.06,0.1,0.0,0,0,0
25.25,25.31,16,52,0.08,0.07,0.06,0.11,0.0,0,0,0
25.25,25.31,16,52,0.08,0.06,0.07,0.1,0.0,0,0,0
25.25,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.25,25.31,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.25,16,52,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.31,16,51,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,51,0.08,0.06,0.07,0.1,0.0,0,0,0
25.25,25.31,17,53,0.08,0.05,0.08,0.09,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.09,0.0,0,0,0
25.31,25.31,17,53,0.07,0.07,0.06,0.1,0.0,0,0,0
25.31,25.25,17,54,0.09,0.04,0.08,0.1,0.0,0,0,0
25.31,25.31,17,54,0.07,0.05,0.06,0.09,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.31,17,53,0.07,0.05,0.07,0.1,0.0,0,0,0
25.25,25.31,17,53,0.08,0.06,0.06,0.1,0.0,0,0,0
25.25,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.25,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.05,0.1,0.0,0,0,0
25.31,25.31,17,54,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.05,0.09,0.0,0,0,0
25.31,25.31,17,54,0.07,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,18,54,0.07,0.05,0.06,0.09,0.0,0,0,0
25.25,25.31,18,55,0.08,0.06,0.07,0.09,0.0,0,0,0
25.31,25.31,18,55,0.08,0.05,0.06,0.1,0.0,0,0,0
25.25,25.31,18,56,0.08,0.05,0.05,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.04,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.06,0.09,0.0,0,0,0
25.31,25.31,17,53,0.07,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.05,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.07,0.05,0.07,0.09,0.0,0,0,0
25.31,25.31,17,53,0.08,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.07,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.04,0.07,0.09,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.06,0.11,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.09,0.05,0.07,0.09,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.06,0.09,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.11,0.0,0,0,0
25.31,25.31,17,53,0.07,0.04,0.06,0.11,0.0,0,0,0
25.31,25.31,18,54,0.08,0.05,0.07,0.1,0.0,0,0,0
25.31,25.31,18,55,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,18,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,18,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.13,0.1,0.08,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.06,0.07,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.07,0.09,0.0,0,0,0
25.31,25.31,18,54,0.08,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.04,0.07,0.1,0.0,0,0,0
25.31,25.31,17,54,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.04,0.06,0.09,0.0,0,0,0
25.31,25.31,17,53,0.15,0.24,0.07,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.19,0.11,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.07,0.09,0.0,0,0,0
25.31,25.31,17,54,0.08,0.09,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.15,0.11,0.1,0.1,0.0,0,0,0
25.31,25.31,18,54,0.08,0.05,0.08,0.1,0.0,0,0,0
25.31,25.31,17,54,0.16,0.17,0.18,0.11,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.06,0.07,0.09,0.0,0,0,0
25.31,25.31,17,54,0.07,0.06,0.07,0.1,0.0,0,0,0
25.31,25.31,17,54,0.08,0.05,0.05,0.1,0.0,0,0,0
25.31,25.31,17,54,0.07,0.06,0.07,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.07,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.07,0.1,0.0,0,0,0
25.31,25.31,16,53,0.07,0.05,0.05,0.11,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.11,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.07,0.11,0.0,0,0,0
25.31,25.31,16,52,0.08,0.05,0.05,0.1,0.0,0,0,0
25.31,25.31,16,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.04,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.05,0.09,0.0,0,0,0
25.31,25.31,16,51,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,16,50,0.08,0.06,0.06,0.11,0.0,0,0,0
25.31,25.31,15,49,0.08,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,15,49,0.07,0.05,0.05,0.11,0.0,0,0,0
25.31,25.31,16,50,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,15,49,0.08,0.05,0.06,0.09,0.0,0,0,0
25.31,25.31,15,49,0.08,0.05,0.06,0.09,0.0,0,0,0
25.31,25.31,15,49,0.08,0.05,0.06,0.11,0.0,0,0,0
25.31,25.31,15,49,0.08,0.05,0.05,0.1,0.0,0,0,0
25.38,25.31,15,49,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,15,49,0.08,0.06,0.06,0.11,0.0,0,0,0
25.31,25.38,16,52,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.07,0.05,0.06,0.1,0.0,0,0,0
25.38,25.31,17,53,0.07,0.05,0.05,0.1,0.0,0,0,0
25.38,25.38,16,51,0.08,0.05,0.06,0.1,0.0,0,0,0
25.38,25.31,16,52,0.08,0.04,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.06,0.09,0.0,0,0,0
25.31,25.38,18,55,0.08,0.06,0.06,0.09,0.0,0,0,0
25.31,25.38,18,56,0.07,0.05,0.06,0.1,0.0,0,0,0
25.38,25.31,17,54,0.09,0.06,0.06,0.1,0.0,0,0,0
25.31,25.31,17,53,0.08,0.05,0.08,0.1,0.0,0,0,0
25.31,25.38,17,53,0.08,0.06,0.06,0.1,0.0,0,0,0
25.38,25.38,17,54,0.08,0.05,0.06,0.09,0.0,0,0,0
25.31,25.38,18,55,0.07,0.05,0.05,0.1,0.0,0,0,0
25.38,25.38,18,55,0.07,0.05,0.05,0.1,0.0,0,0,0
25.38,25.38,18,55,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.38,17,54,0.08,0.05,0.06,0.09,0.0,0,0,0
25.31,25.38,17,53,0.08,0.05,0.06,0.1,0.0,0,0,0
25.31,25.38,17,53,0.08,0.06,0.07,0.1,0.0,0,0,0
25.31,25.38,16,53,0.07,0.06,0.06,0.1,0.0,0,0,0
25.31,25.38,16,52,0.07,0.05,0.06,0.09,0.0,0,0,0
25.38,25.38,17,54,0.07,0.05,0.06,0.1,0.0,0,0,0
25.31,25.38,18,56,0.08,0.05,0.06,0.1,0.0,0,0,0
25.38,25.38,18,56,0.07,0.05,0.06,0.1,0.0,0,0,0
25.38,25.38,18,56,0.08,0.04,0.06,0.09,0.0,0,0,0
25.31,25.31,18,55,0.07,0.04,0.06,0.09,0.0,0,0,0
25.38,25.38,18,57,0.07,0.05,0.06,0.09,0.0,0,0,0
25.38,25.38,19,57,0.07,0.05,0.06,0.09,0.0,0,0,0
25.38,25.38,18,57,0.07,0.05,0.06,0.1,0.0,0,0,0
25.38,25.38,18,57,0.08,0.05,0.07,0.1,0.0,0,0,0
