n_features,Combination,score,accuracy,accuracy_top_20pc,XGB_params,SVM_params,split_size
4,"('XGBClassifier', 'SVC')",7050.0,0.647,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6250.0,0.617,0.705,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6300.0,0.622,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6350.0,0.627,0.715,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6350.0,0.607,0.715,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7050.0,0.634,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7050.0,0.625,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6550.0,0.613,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6950.0,0.627,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6950.0,0.64,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6050.0,0.649,0.685,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6950.0,0.649,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7050.0,0.65,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6450.0,0.646,0.725,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6900.0,0.616,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6850.0,0.627,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6400.0,0.634,0.72,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6500.0,0.626,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6500.0,0.64,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6600.0,0.639,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6800.0,0.622,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6800.0,0.65,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",7000.0,0.661,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6850.0,0.681,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7000.0,0.677,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",5550.0,0.613,0.635,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6500.0,0.628,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6550.0,0.628,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6250.0,0.632,0.705,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7050.0,0.627,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7050.0,0.634,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6900.0,0.646,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7250.0,0.643,0.805,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7300.0,0.659,0.81,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6500.0,0.643,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7100.0,0.651,0.79,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7100.0,0.646,0.79,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6600.0,0.639,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6850.0,0.655,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6950.0,0.652,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",5850.0,0.639,0.665,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6700.0,0.65,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6700.0,0.649,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6200.0,0.637,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6700.0,0.618,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6850.0,0.629,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6750.0,0.655,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7150.0,0.661,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7100.0,0.671,0.79,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6400.0,0.631,0.72,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6800.0,0.641,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6900.0,0.65,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6300.0,0.609,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6500.0,0.607,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6500.0,0.62,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6200.0,0.616,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6600.0,0.625,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6600.0,0.631,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6900.0,0.643,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7200.0,0.658,0.8,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7150.0,0.677,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6150.0,0.621,0.695,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7100.0,0.624,0.79,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7000.0,0.635,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6650.0,0.619,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6850.0,0.656,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6950.0,0.656,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",5950.0,0.606,0.675,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6850.0,0.633,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6800.0,0.63,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6250.0,0.632,0.705,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6650.0,0.618,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6800.0,0.628,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6650.0,0.657,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",7000.0,0.652,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7050.0,0.654,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6600.0,0.646,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6900.0,0.646,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6850.0,0.667,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",6200.0,0.648,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6650.0,0.659,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6750.0,0.666,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier',)",5750.0,0.643,0.655,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('SVC',)",6250.0,0.629,0.705,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6300.0,0.626,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'scale', 'coef0': 0.01, 'probability': True}",0.2
