@relation fri_c0_1000_25

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute binaryClass {P,N}

@data
-1.4865,0.46737,-1.618515,-1.159913,-1.037777,-1.74025,1.37613,-0.175273,-0.924889,0.561485,1.242981,-0.297821,0.220972,1.103697,-1.66773,-0.546285,0.742942,0.9642,-0.067226,-0.941761,-1.5121,1.108135,-0.527331,-0.943449,-0.757488,P
0.532773,1.437285,-0.329449,-0.79217,-0.649727,1.580262,-1.424531,-0.660172,1.326092,-1.759776,1.13738,-1.294366,1.10912,-1.475869,1.453317,-0.368631,1.469693,0.622885,-1.401322,-1.429284,-0.264163,0.745208,-1.076212,1.213837,1.33091,N
0.285038,-1.228124,1.462387,-1.21099,-1.253131,1.093056,-0.425773,-1.10707,-1.016951,-0.089248,-0.919062,-1.422094,-0.278752,-0.437898,0.378025,0.136954,-1.440989,1.025434,0.809751,-1.148802,-0.329773,-1.231137,-0.154866,-0.919188,-0.711881,P
1.131657,-1.451922,1.051483,1.568748,1.371113,1.025082,-1.339967,-0.027548,-1.214191,-0.622847,1.669504,-1.409127,-0.824088,-0.800465,0.16349,0.078816,0.385153,-0.537897,0.321592,-0.939598,1.490877,-0.560804,-1.641989,0.845341,0.641274,N
-0.958427,0.512311,-0.646015,-0.389711,1.431929,-1.001492,0.071662,1.097266,-0.935482,0.657968,0.907233,-1.293617,-0.172693,0.560197,1.612012,0.116278,1.390755,-1.460219,0.022524,-1.36159,-0.772857,0.212434,0.591556,0.790108,-0.436592,P
-0.28558,0.221408,0.886808,-0.827085,-1.16703,0.272805,-1.727129,-0.531555,1.466004,0.857681,-1.652833,1.202817,-1.653666,-0.262218,-1.325854,-0.729688,1.374156,0.918606,-0.210119,-0.136755,0.413176,-0.39269,0.57414,0.772002,0.736389,P
1.16238,1.079602,-0.373915,0.910441,1.049965,0.744331,-0.240317,-0.217218,-1.207728,-0.898709,-0.057442,-0.911322,1.408537,-1.753683,-0.440342,-0.353536,-0.546042,-0.091902,0.081122,1.061484,1.455273,-0.273731,-0.8923,-0.910629,1.027219,N
1.565373,-1.762349,-0.541097,0.645839,-1.114033,1.213061,0.606551,1.715397,-0.807699,1.626598,-0.41373,-1.243939,-1.001739,1.134378,-1.255451,0.238404,-0.146626,-1.388988,0.64075,0.244285,0.22064,1.230794,1.354301,1.511766,0.489773,P
-0.020751,-0.647651,-1.402599,0.761574,1.512791,0.883751,-0.457391,1.456789,1.398123,-0.272035,0.032392,1.330073,1.038697,-1.53017,0.281443,-1.633242,-0.619164,0.313071,-1.415575,-1.313271,-0.007776,-0.204055,1.437291,-1.658146,1.556411,N
1.309963,-1.774558,0.926568,-0.524346,1.307922,-0.323658,0.263882,-1.294404,-1.034394,1.1712,-0.254983,-1.277563,0.838394,1.595847,0.05384,-1.283316,-0.920011,1.718628,-0.287975,-0.515895,1.675581,1.051789,0.355024,0.228668,1.59775,P
0.194982,-0.185886,-1.062985,0.922569,-0.556313,0.436991,-1.661598,-1.110693,1.236941,-0.212926,-0.41338,0.309343,-1.091527,0.183466,0.526117,1.394773,1.136565,0.358499,1.315211,1.076566,-0.948559,0.576563,-0.221565,-0.760132,1.100264,N
0.942042,-1.347036,0.988692,0.406067,0.710798,0.977511,0.833813,-1.611399,1.274245,1.201997,-0.179047,-0.118104,-0.850084,1.603291,0.600723,-1.206267,1.201415,1.326998,-1.661877,0.980199,1.436412,-1.188969,1.698366,1.665219,-0.884477,P
-0.88147,0.619443,0.200259,0.858425,-0.441796,0.46035,0.343309,0.620538,-0.010868,-0.286686,-0.343765,0.586048,0.341169,-1.555016,-1.662137,1.377973,-0.089564,1.22457,-0.662209,-0.632647,0.038992,0.44588,0.97415,1.293139,1.726709,P
0.670053,-0.79197,0.480194,-0.020795,1.071982,-1.583101,-1.361187,1.643404,-1.665994,-1.387538,0.869999,0.20557,-0.768913,-0.399276,0.931462,-0.235837,1.593696,-0.607841,-0.377837,1.661946,1.672023,0.52357,1.489708,1.42619,0.878139,N
1.143739,-0.299989,1.391185,-1.088734,-0.651494,-0.378085,0.553796,1.069462,-0.729744,-1.098216,-0.38073,1.312047,0.980789,-1.476938,-1.26943,-1.000698,1.611217,0.871977,0.443274,-1.520514,0.766594,0.796575,0.691498,1.381545,-0.957329,N
-1.02229,1.559878,1.673025,-0.566658,1.119363,-0.896917,0.407546,1.466418,-0.836635,0.126172,0.246647,-1.06277,-0.94385,-1.603209,-0.556168,-1.439842,-1.296624,-1.212041,-0.226849,0.45582,-0.384341,-0.369377,0.756953,1.533548,-0.12816,N
1.288176,-1.479061,-1.184537,1.204142,-0.657557,-1.369857,-1.266688,0.841661,0.968302,-0.096513,-0.232952,1.69556,-1.222391,0.821146,-1.013432,-0.374188,-0.166315,-0.750135,-1.097825,0.96148,1.410566,1.243619,1.502557,1.471897,1.644223,N
1.648659,0.557908,0.486348,1.450079,1.236165,-0.367502,0.885463,-0.745053,0.793114,1.028825,-1.564386,1.096451,1.616278,0.808134,1.028879,-1.54,-1.500277,1.638522,-0.15583,-0.464647,1.464031,1.372129,0.31891,-1.044791,-1.354973,N
-0.108472,-1.092462,1.543066,0.706399,0.31343,1.381433,0.925432,0.888957,-0.708192,0.775503,-0.92858,-1.118109,0.308691,-0.430288,-0.930813,1.618223,1.616587,-1.002545,-1.56894,1.651164,-1.391865,-0.75583,-0.159888,1.429063,-1.647575,N
-1.669053,-1.620798,1.432628,-0.788126,1.200945,1.547329,-0.710095,-0.673377,0.628875,-0.660913,1.604619,0.45602,-1.568198,-0.846077,0.999279,-0.181247,1.340756,-1.294128,-1.411307,-0.245283,0.644664,-1.740702,1.365864,-0.17555,-1.397667,P
-0.79169,1.188508,-1.710918,-0.269992,-1.305176,0.400922,1.488606,-1.051391,-0.262699,-0.927146,1.480786,0.55738,-1.557706,-0.875117,-0.035155,1.116129,0.511418,0.047682,-1.420022,-0.095827,1.275623,-0.884584,0.673773,-0.118406,0.814999,N
0.890643,-0.935042,0.002349,-0.413346,1.272922,-0.882621,1.126747,1.36691,1.273532,0.270857,1.250024,0.939471,0.670087,-1.35462,-0.050671,-0.034228,0.644115,-1.612041,-0.926272,0.422481,-1.491302,1.687514,0.370074,-1.580221,1.512033,P
0.467023,0.702192,-0.412192,-0.214446,1.407396,0.12373,0.6975,-0.110633,0.110064,-0.000244,-1.405388,-0.933655,-0.248658,0.208713,1.670011,-0.730116,1.425003,0.030717,-0.884202,0.297291,-0.299547,-0.83623,-1.392107,-1.424597,1.264144,N
-0.858045,-0.338834,-1.594721,1.002191,1.246568,-0.493833,0.855288,0.360155,-0.920853,1.360343,1.202752,-0.490475,-0.907496,1.115284,-1.736323,-1.295267,-0.445196,0.592507,-0.140595,1.589732,1.464591,0.473154,-1.399432,-1.049452,-0.076513,N
0.576443,0.3832,-1.521592,-0.706067,-0.351062,0.471686,-0.252229,0.636274,-0.958525,0.771714,0.816338,1.294358,0.194832,-0.695455,-0.481346,0.259187,-0.920996,-1.08385,-0.113347,1.393986,0.159981,0.531004,1.603737,-1.539992,-1.6109,N
-1.074126,0.11253,-1.060507,-0.479073,0.56444,-0.335666,1.616142,-0.64358,-1.388741,-1.017388,-1.161469,-1.710209,-1.041561,-0.983967,-1.317226,-1.246799,0.487499,-1.205397,-0.630848,-1.245367,0.79744,1.270913,1.320665,0.258292,1.381708,P
-1.047645,-0.019343,0.271332,-1.686351,-0.355753,0.835211,-0.880733,0.985684,-0.008662,1.073059,-0.782285,0.912219,-1.547115,0.826767,-0.821437,-0.15575,1.032788,1.321328,-1.14201,1.005185,0.529692,-1.185708,0.354075,-1.389696,0.488381,P
-1.104421,-1.421474,0.506358,-0.094373,-0.628833,-1.258758,-1.695026,-0.596836,-1.199955,1.201089,1.06916,1.147249,-0.418124,-0.494778,-1.207073,1.516909,0.400232,-0.339353,1.07313,1.193767,-1.065324,0.751685,0.031149,1.454648,0.793799,P
-0.659544,-1.204393,0.510137,0.540405,0.411459,-0.321248,-1.342346,1.417906,-1.651868,-0.845035,0.926532,1.283532,-0.148518,1.05884,1.224577,-1.485569,0.787678,0.280601,-1.300682,1.248337,-0.382516,0.293137,1.470894,0.536818,-1.054764,P
-1.659185,0.493768,-0.448278,-0.092431,1.133252,-0.28896,0.845595,-1.365966,1.533745,-1.248606,0.290405,-0.341047,0.192493,1.384097,-0.300246,-0.393681,-1.662459,-1.524131,0.887435,-1.131454,-0.212713,-0.235865,-1.507174,-1.566355,0.722286,P
0.485949,-1.436838,-1.652351,0.653595,-1.590466,-0.554666,0.59814,-1.499216,-1.262743,0.98437,0.665476,-1.141452,1.219649,-1.171518,-0.373199,-1.141105,-1.651735,1.333233,-0.782351,-0.405515,-0.364232,0.53784,-0.282534,0.795086,-0.254835,N
1.599277,-1.424811,0.065623,-1.715826,1.477093,0.885473,-0.436296,-0.468103,0.495103,-0.850615,-1.443587,0.866377,0.919311,0.807308,-1.503972,0.102897,0.259338,0.249607,-1.339841,-0.683045,-0.420251,0.988517,1.066119,1.62539,0.986221,P
1.377965,1.086209,-1.079365,1.250771,1.543654,1.222565,0.128241,1.270479,0.469286,1.638263,0.710774,0.594758,-1.532072,-1.058268,0.259709,0.272908,1.311193,-1.15691,1.311361,-1.558383,1.13971,0.688497,1.571454,-0.267748,1.026734,N
-1.562502,-0.203727,-1.529567,0.947009,0.104735,1.51163,-1.282192,-0.07928,1.252563,0.877818,-0.253533,-0.265816,1.638537,-1.553118,1.504238,-1.471339,-1.524234,0.051504,0.929133,-1.365114,-0.869034,-1.370871,-0.189921,1.394137,0.525525,N
0.328485,0.188997,1.315954,-0.041783,1.134017,-1.062924,-1.415869,0.879646,-1.499238,0.830358,0.359594,-1.685424,-1.37002,-1.177149,-0.6608,-0.123458,-0.952008,0.159068,1.485343,-1.542492,0.52315,1.738747,1.635191,-0.154281,0.553678,N
0.617838,0.679072,1.440669,0.094617,1.657736,1.364283,-0.207899,0.556373,1.377553,0.551301,-1.636175,0.150978,1.311131,1.498089,-1.273256,-1.296216,-1.704882,-0.96627,-0.172403,1.547756,-1.319026,-1.302521,-0.266407,-0.935168,0.095128,N
-1.083898,1.316671,-1.520089,0.827438,-0.524788,-0.757164,0.899224,1.1553,-1.507842,-1.121661,-0.222201,-0.357163,-0.857539,0.776608,1.206129,0.914922,-0.005318,-1.073417,-1.662091,-1.005919,0.423052,0.935518,1.220806,-0.904936,-1.034612,N
-0.417059,-1.146716,0.062638,-0.711422,-0.828462,-0.420284,0.331291,-1.243702,-0.741508,1.149502,1.413783,-1.332196,0.598507,-0.617439,-0.37943,1.661017,-1.735891,-0.618387,1.11997,-0.890741,0.622163,0.313838,0.091531,-0.512067,-1.045985,P
0.446093,1.548537,-1.672263,-1.293104,-0.075869,1.531738,0.320894,0.006241,0.072815,0.854402,-1.461531,0.255004,0.430239,0.374496,-0.687938,-1.036859,-1.037533,-1.634051,-1.299735,0.267002,-1.492605,1.70242,1.454482,0.439209,1.505697,N
-1.532378,-0.61662,-1.591389,-0.825189,-1.491334,-0.309486,-0.114197,0.300355,1.301663,-0.265171,1.41527,-1.545146,1.636061,-1.004487,-1.210766,1.141682,-0.120998,1.310774,1.278988,-1.07213,-0.514243,0.391134,-0.727016,-1.671648,-0.966938,P
-0.77909,0.44373,1.538979,-1.096347,-1.580911,-1.26175,0.476572,0.523909,-1.67685,-1.22756,-1.196034,-0.989695,-1.454789,-0.077832,1.236629,0.395482,-1.352731,-0.75304,0.675637,-0.057403,-0.293659,-1.124813,-1.358051,-0.972963,-0.007667,P
-0.420856,-1.045493,1.217631,-0.971446,-1.352724,-1.727805,-1.598238,-1.072412,-1.138802,0.675325,-0.847615,0.737789,0.476535,-0.342038,-1.508492,-1.241902,-1.091863,-0.933767,-1.33687,-0.856956,0.153231,0.551204,-1.108338,-0.456064,-0.142391,P
-0.292972,-0.914067,-1.216441,-1.273673,-0.713473,-1.624367,-1.003711,-0.216631,1.539442,-1.737318,1.195101,-1.712151,-0.172653,-0.95003,-1.419522,-1.073864,0.294499,0.104116,-1.484705,0.778532,-1.44039,1.18924,1.272527,1.611482,-1.420497,P
1.267215,0.752308,-0.338546,-1.446701,1.309925,-0.591078,-1.073978,-0.543501,1.612848,-1.411584,0.534659,0.95682,-0.367053,0.091257,-0.018827,-0.229777,-0.671059,0.525934,1.408775,-0.34167,0.138788,0.988298,-1.644753,-1.347918,1.051687,N
1.185794,1.204562,-0.529832,-0.227055,-0.915659,-0.791907,0.083802,-0.266412,1.586308,-1.478143,0.025932,-0.146944,-1.384695,-0.423981,1.352144,1.691568,1.096998,-0.223181,-0.106867,0.274167,1.601285,-0.79947,-0.417452,-1.219288,0.619621,P
0.461945,-1.071253,-1.345934,-0.961808,1.563052,0.546915,-1.157854,0.303803,-0.600004,1.560455,-0.171406,-1.104958,0.137014,0.795514,0.549073,-1.032084,-0.583039,1.461494,1.669912,1.40817,-1.091795,1.156697,-1.288543,-1.150427,0.828388,N
1.361254,0.76245,-1.633384,-1.553573,1.125243,1.120471,0.635293,1.379063,-1.234824,1.568278,1.078804,-0.186415,-1.439325,1.0605,0.686108,-1.666856,1.501366,0.650115,1.623037,1.477233,0.98696,0.712376,0.570948,-1.453112,0.465998,N
-0.048737,-0.948228,1.593229,-0.179651,1.520438,-0.224091,1.056003,-0.711983,-0.93386,-0.065835,-1.500522,0.73224,-0.05642,-0.998715,-0.88781,-0.77808,-0.418834,-0.002415,-1.047387,-0.150627,-0.837925,1.356946,1.223785,1.197585,-0.87202,N
0.301786,-0.902708,0.882036,1.363663,0.551343,1.050016,-1.383721,-1.666595,-0.786751,-0.89971,1.009213,0.781859,0.873149,1.389487,-0.547184,-1.244833,-0.465667,-1.1182,0.303356,-0.797521,1.145633,1.124817,-0.390325,-1.44434,-0.716452,N
1.608207,-0.407788,1.588425,-1.31662,0.776301,-0.784321,1.432668,1.636356,1.208716,-0.721938,0.510247,1.037659,1.579811,-0.482425,1.692348,-0.270226,-0.564896,0.848623,0.450776,-0.509557,-0.508282,-0.507513,0.159575,-0.39012,-0.58608,N
-0.215689,-0.064819,1.600769,1.278931,1.138644,1.223695,0.528933,1.381152,-0.785529,1.304356,1.522543,-0.431946,0.131512,-1.143832,-0.22735,-1.662646,0.788597,-1.020059,1.58513,-1.449234,1.159283,-0.710146,1.279292,-0.428526,-0.453136,N
-1.045185,1.425134,-1.621741,-1.429287,0.804704,0.149657,1.505199,1.223843,-0.438804,0.06495,0.050758,1.693998,-1.635499,1.593559,0.286491,-0.962275,-0.1786,1.003909,-1.162741,0.101605,0.149183,-0.447805,1.321774,1.594176,-1.176926,P
-1.199482,-0.716137,1.102444,0.971109,-1.065296,0.544707,-0.652253,-1.071972,0.487866,-1.725028,-1.61102,-0.983457,1.004993,-1.625184,-0.014403,0.674018,-0.262246,-0.519745,-0.511834,-0.81619,1.202557,-0.05569,-1.405442,-0.596666,1.335516,P
-0.325103,-0.496412,0.788047,-1.056072,1.65096,-0.873448,0.18087,0.466255,0.183322,-0.608625,0.209375,1.698074,1.592839,0.169578,0.051723,0.083841,0.257517,0.523014,0.665709,-0.651928,-0.467171,0.740391,-0.342586,-0.662567,1.743961,P
-0.69786,-0.900886,-0.423028,0.092099,-1.627513,1.264666,-1.11166,1.021638,1.1253,-0.452673,-1.59173,-0.249716,1.311872,0.940021,0.975796,-0.503342,-1.212344,-0.973557,-1.300969,-1.30976,1.028252,1.606366,-1.016502,-0.926526,-0.862782,P
-0.378015,1.48805,0.469656,-0.167151,0.446473,-1.17937,-1.331442,0.396477,0.399111,0.17358,0.213851,0.743452,0.424608,-0.692857,-0.571156,-0.923466,0.271137,0.466099,0.696607,-0.76816,0.907035,0.624953,-0.382487,-0.090277,0.286891,N
0.359104,-0.445367,-1.620943,0.594582,0.450858,-1.184395,-1.069967,-0.597792,-1.130599,0.06708,-1.32651,0.852481,1.249313,0.477487,1.662494,-0.88517,0.300815,0.008023,0.992853,-0.146458,-0.210474,0.931922,-0.505861,-0.993573,-1.498457,N
-1.501998,-1.268388,-1.603829,-0.741334,0.113971,-0.788944,-0.283712,0.631276,-1.036234,-1.608135,0.23619,-1.718848,0.214139,-0.123383,-0.295819,0.939517,-0.530195,1.395465,-1.033149,-0.942384,1.532593,1.338975,1.589949,-0.075995,-0.705294,P
0.619317,-0.742243,-0.038636,-1.597932,0.689031,-0.00132,-0.299952,0.003905,-0.045986,-1.177055,0.523315,0.437271,0.864989,-1.500999,1.405922,-0.727171,0.706808,1.369806,-0.680511,-0.754555,-0.708316,-0.843204,-1.6477,-0.137359,-1.588405,P
-0.03276,-0.099035,1.568772,1.084752,0.794483,0.993196,0.131515,0.870888,0.39326,1.521857,-1.123456,0.514431,-0.271452,-1.778376,1.027964,1.29553,-0.374187,-1.100578,-0.699943,-0.595564,1.688822,1.089403,1.748453,-0.661541,-0.31595,N
0.476672,-1.362576,0.209562,1.42266,0.716162,-0.802026,1.292371,1.500656,1.421219,0.529442,-1.158573,-0.792003,1.119763,-0.367428,-0.239706,-1.3896,-0.643431,1.647442,-0.894251,-0.844997,0.342012,0.354092,1.024756,-0.035179,-0.027275,P
-0.321441,0.788524,1.608981,0.269382,1.500082,-0.970008,0.313028,0.908139,0.3163,-0.816128,-1.705463,0.919183,0.353962,-1.226054,-0.724879,1.692833,-1.49626,0.818641,1.704763,-0.589735,0.153583,-0.668876,0.982728,0.327552,0.307483,N
1.160135,-0.423703,-1.540006,0.166819,-1.670498,0.244042,1.093632,-0.250976,0.947825,-1.319598,1.200983,1.429704,-1.217666,1.547814,-1.106088,0.012751,1.254479,-1.447146,1.14329,0.020755,-0.319875,-1.195076,0.076585,-0.620109,0.327701,N
-1.576667,-1.065411,1.449144,-1.446898,-0.218864,-0.916267,-1.299821,1.269529,-0.438238,-0.528013,0.280862,-0.024837,0.692977,-1.534574,-1.6034,0.974083,-0.26219,-0.598398,-1.096436,-0.38569,1.175706,0.476894,1.501219,1.599726,-1.640991,P
0.855763,-1.22259,0.402515,0.00221,0.023155,0.807733,0.800335,0.046315,0.87725,-0.955306,-0.990252,-1.37892,1.383608,0.843732,-1.383818,1.27718,-0.324282,1.114222,0.017655,1.477951,1.713254,1.393405,-0.206452,-1.504571,0.696467,P
1.246999,0.815995,0.105551,0.334792,1.364576,-0.184711,-1.7457,-1.006934,-0.950852,0.83961,0.258482,-0.614158,0.859511,0.631289,-0.401054,-0.110918,-0.073826,0.512892,0.565355,0.844922,-0.014088,0.305772,0.953537,1.11327,-1.385902,N
-0.089529,0.964924,-0.407382,0.052427,0.915794,0.313728,0.161075,-0.652461,-1.670027,-1.305247,-0.442746,-0.531383,-1.259596,0.631524,0.228503,-0.112693,0.625305,-0.747743,1.075754,0.911229,0.784008,0.191479,1.569462,-1.029951,-1.417147,N
-1.323362,-0.020747,0.541579,-1.145376,1.285832,0.619854,-1.21082,-0.044184,0.842582,0.162102,0.200201,1.473737,0.970404,-1.334501,1.51396,-0.483499,1.452199,0.239156,-1.594945,-1.127481,-1.067843,1.094135,-1.161559,-1.134729,-0.247144,P
-0.659301,-1.178431,-0.23437,1.525114,1.069871,-1.246042,-1.376693,-1.228836,0.761829,0.741248,0.066727,-1.594717,1.354192,-0.542528,-0.459927,1.099973,1.657682,-1.146484,-0.552199,-1.050019,-0.589499,-0.953565,-1.374796,1.350306,0.877314,N
1.354422,0.327165,0.64617,-0.917685,-0.059547,-0.904693,-1.261622,-0.575138,-0.32454,-1.610633,1.587567,0.005144,0.576038,-0.350415,-0.330935,0.4012,-0.448355,-0.978296,-0.927213,0.360988,1.591832,-0.698463,-1.379718,-0.695077,0.019241,N
1.255411,-0.83423,-1.456197,1.730495,-0.837908,-0.819145,-0.920413,1.441153,-0.291384,-1.417888,-1.113723,-1.428324,-0.844455,-1.458455,1.425423,-1.723924,-0.179815,-1.51337,1.51993,1.31791,0.098489,0.010867,-1.711931,-0.388726,-1.290392,N
-0.691586,-0.910069,-0.242726,-1.129649,-0.035608,-1.382064,-1.106089,-1.235678,1.622598,1.65272,-0.708204,0.303189,-0.095077,1.104906,1.426448,-1.581132,0.387327,0.263576,-1.540074,1.49117,0.550343,0.597851,1.458682,-0.921808,0.263427,P
1.155067,1.020779,1.197897,0.145867,1.438693,0.083113,0.865671,0.339197,-0.451427,-1.42499,0.31594,-1.117928,-0.276323,0.212854,1.193154,0.356355,-1.104024,1.267781,0.11198,1.759261,-0.628822,0.313982,0.543457,-1.576141,-0.375809,N
1.404125,-1.130664,0.182412,0.93123,-1.371183,1.530422,-1.358716,-1.354319,0.129275,1.532404,-1.630432,1.565776,1.669256,0.813994,1.018778,1.626338,-0.024202,-1.30313,-0.302556,0.101453,0.933758,0.393821,-1.410419,0.960593,1.198545,P
-1.058728,-1.385181,-1.321923,0.611913,-0.432136,-0.191171,0.214685,0.941188,0.225723,0.142588,-0.696708,1.556646,1.291302,-0.597444,0.484089,0.451341,-0.021796,0.738878,-0.384017,-1.347407,-1.687127,-0.398098,0.197883,-0.054214,-0.450222,P
-0.284146,0.491429,-0.372074,0.880076,1.210222,-0.85145,-1.01928,0.819153,-1.37764,-1.466021,0.830023,0.252234,-0.483155,0.694225,1.319408,-0.643387,1.684721,-0.883292,-0.282595,1.223449,-1.024707,1.400718,-0.469185,1.438898,0.96042,N
0.425181,0.14766,1.54624,-0.437945,-1.198219,-1.285288,0.740298,-0.632381,0.208354,0.213644,-0.746923,-1.142302,-0.353661,-1.330517,-0.519703,0.614969,-1.170947,-1.189975,0.298623,0.652819,0.682424,-1.306534,0.653677,1.240683,-1.130559,N
-0.387803,-0.063941,0.765564,-1.220146,1.099526,1.223653,-1.506064,-0.88864,1.257766,0.279249,-0.454192,-1.537988,-0.472973,1.428119,0.505761,-0.683294,0.127279,-0.69625,-1.328904,1.621927,0.347227,-0.903765,0.615659,-0.552586,0.918923,P
-1.664949,-1.385126,-0.027977,0.113321,-1.287417,1.481881,0.550564,0.997859,0.300025,0.253275,-0.579861,0.481917,-1.44402,1.468357,1.033967,-0.069533,-0.650651,1.392819,-0.801348,-0.272066,1.685193,0.857662,-0.89371,-0.581092,1.21403,P
1.510566,0.466304,-1.229709,-0.014366,-0.289548,1.109337,1.565904,-1.002425,1.567697,0.782786,1.332867,0.69315,1.038633,-1.217649,-1.304027,0.154252,-1.236397,-0.035644,1.186188,-1.466059,1.585631,-0.902334,-1.24459,0.875991,1.345582,N
-1.068094,1.003102,-0.558194,0.313238,1.040601,1.532995,1.200869,0.053199,-1.113197,-0.01442,0.73873,-1.383577,1.223616,1.478379,1.109982,-0.539767,-1.700524,0.367536,0.947824,0.483616,-0.899558,0.02282,0.128701,-0.24114,-1.494397,P
-0.375015,-0.744857,-0.514941,-1.200837,-0.26873,-0.100897,-1.369603,0.689912,1.748739,1.520148,0.455877,1.036273,0.453915,-0.211757,-0.784856,-0.633881,-0.700631,-1.459799,-1.666583,-0.744038,0.436691,0.346943,0.815051,-0.72064,-1.358169,P
-0.070696,1.653337,-0.7717,0.567025,0.565323,-0.063479,-1.462304,-1.64679,1.138306,-0.600661,-1.125394,-1.179818,-1.204445,0.442299,-0.60386,0.48523,0.11276,-1.597492,0.517977,-0.554071,0.537467,0.966661,0.62765,-1.554145,-0.721351,N
1.35215,-1.682645,-0.83588,-0.113437,0.059082,1.604271,0.731905,1.228875,0.623685,0.439382,-0.900776,0.058172,0.137944,-1.77928,-1.199694,0.550076,1.645783,-0.585711,-0.282566,-0.795581,-1.089353,1.406122,-0.853861,-1.478916,0.034491,P
1.50612,0.017086,-0.57946,-0.996563,-1.520364,-0.71006,-0.856877,-0.969453,-1.024611,-1.740645,-1.32143,-1.230333,-0.679842,-0.759792,-1.170767,1.578586,0.620344,-0.981833,-0.144788,-0.208378,0.652141,-1.540858,-1.333295,0.978323,-1.640389,P
0.789191,1.519486,-1.050074,0.80099,-0.749072,0.746709,0.36355,1.555612,-1.172174,1.177031,-0.872259,0.838381,-1.644105,-0.325839,-1.200213,1.356209,1.635684,-0.678509,-1.507198,-0.41376,0.243212,-1.159699,-1.554236,-0.382251,1.05595,N
0.533059,0.258459,-0.771682,-1.693226,1.209345,1.158728,-1.607128,-1.264621,-1.560499,-1.684165,-0.691449,1.054647,-0.650219,-0.115088,-0.21723,1.405983,-1.710089,0.447826,0.311566,0.057882,-0.612484,-0.571284,0.203284,-1.183632,-1.6622,N
0.290741,0.979159,1.144535,0.394368,0.831438,0.012209,-1.147548,-1.191891,1.612235,-0.632556,0.10335,-0.919743,-0.656788,-1.266101,-0.220833,-0.706357,-0.732375,0.861059,-1.179038,1.328219,1.20646,-1.154045,-0.099601,-0.039572,-0.976116,N
-0.376763,0.994552,-1.219252,0.624267,-0.566429,1.096707,0.481436,-0.525634,-1.349591,-0.040135,-0.81384,-0.544975,1.196428,0.125554,1.59242,1.284027,-1.630513,-0.168146,0.853445,-1.280551,1.09277,1.362149,1.343972,1.543263,0.233028,N
1.243707,-1.544153,0.034462,-0.218364,0.529712,-1.005643,1.618784,1.627739,1.256224,0.309802,0.95522,-0.655329,-1.383132,0.144489,0.767428,0.487062,0.253066,-1.262766,0.906881,-1.056613,-0.519683,-1.724136,-1.414751,-1.369594,-1.039349,P
0.218026,0.183322,-0.520613,-0.000425,0.202339,0.094419,0.358408,1.703695,-0.86862,-1.037445,0.4657,-0.610226,-1.198759,0.497357,0.458287,0.358629,-1.265105,-0.74026,-0.010446,-1.585077,1.552181,0.819639,-0.808453,0.006522,0.69049,N
-1.453084,-0.107339,0.421544,0.846714,0.042682,-0.652729,-1.48927,-1.10302,-0.77271,-0.085382,1.163789,-0.260494,0.253646,1.415936,-1.668217,1.398927,1.399447,1.656235,-0.277013,-1.462172,0.525664,0.950105,0.437156,0.706038,-1.365946,P
-0.809157,-1.353081,-0.598146,1.700918,-0.916974,-0.599875,0.05226,-0.304084,-1.418254,1.409637,1.335985,0.662713,1.032822,0.67763,0.710899,0.131242,0.513339,-0.975154,1.305552,-0.995777,0.573791,-1.546118,-1.384372,1.387455,0.931699,P
-1.396414,-0.712288,-0.941966,1.274774,-0.419646,1.451182,-0.531163,-1.2825,1.068761,-0.719678,-0.340574,-0.431828,1.528674,1.649692,0.061898,0.603159,1.428678,0.197322,-0.674246,-0.711323,-0.858899,1.732924,-1.323881,-1.607548,-1.564411,P
-0.521287,0.334347,1.535611,-0.74898,-1.400296,-0.564501,0.105392,0.163239,0.47078,0.891052,-0.774837,-0.67754,-0.336641,-0.101109,1.491426,-0.407856,-1.476321,-0.156859,1.303531,-0.424695,1.631529,-0.055479,-0.237317,0.148462,0.803724,P
-1.574179,1.106868,-1.2998,0.005543,-0.296615,1.437949,1.513031,1.099856,1.321436,0.537964,0.400914,0.280239,-1.400788,0.370042,1.572244,0.255629,-0.297569,-1.000534,0.450078,-1.126345,0.296093,1.26293,-1.173707,-0.803221,0.116285,P
-1.15954,-1.427648,1.045065,0.079869,0.730129,-1.149055,-1.401277,0.29645,0.147404,1.283645,-0.208608,-1.026087,1.284265,-1.475459,0.918883,-0.94779,-0.859888,-1.608376,-1.088883,1.642278,-1.591668,0.585349,-1.70997,-0.844184,1.601589,P
