@relation JapaneseVowels-weka.filters.unsupervised.attribute.Copy-R1-weka.filters.unsupervised.attribute.Remove-R1

@attribute utterance numeric
@attribute frame numeric
@attribute coefficient1 numeric
@attribute coefficient2 numeric
@attribute coefficient3 numeric
@attribute coefficient4 numeric
@attribute coefficient5 numeric
@attribute coefficient6 numeric
@attribute coefficient7 numeric
@attribute coefficient8 numeric
@attribute coefficient9 numeric
@attribute coefficient10 numeric
@attribute coefficient11 numeric
@attribute coefficient12 numeric
@attribute binaryClass {P,N}

@data
36,8,0.286329,-0.410843,0.144081,-0.339414,0.497028,-0.397578,-0.104455,-0.14457,-0.429081,-0.065868,0.010036,0.121973,P
36,9,0.180155,-0.413604,0.161847,-0.214783,0.558384,-0.39294,-0.079037,-0.230383,-0.435644,-0.001169,-0.013037,0.012216,P
36,10,0.040538,-0.38979,0.253638,-0.067741,0.571265,-0.451865,-0.08407,-0.250398,-0.420985,0.027408,-0.025823,-0.057096,P
36,11,0.007514,-0.395192,0.303659,0.000354,0.549686,-0.483488,-0.063314,-0.25424,-0.402862,0.051361,-0.055516,-0.116748,P
36,12,-0.093604,-0.402856,0.34045,0.054987,0.532612,-0.492957,-0.023987,-0.264367,-0.385582,0.084714,-0.087309,-0.167147,P
36,13,-0.204306,-0.452921,0.429438,0.10008,0.546154,-0.447502,-0.006473,-0.256688,-0.343546,0.114247,-0.115686,-0.210402,P
37,1,0.50375,0.077598,-0.115861,-0.713022,-0.022649,-0.803377,0.045676,0.271113,0.026258,-0.026584,-0.085022,0.184738,P
37,2,0.809297,0.157902,-0.206395,-0.696541,-0.044528,-0.74773,0.132562,0.193788,-0.009323,-0.045402,-0.095244,0.191309,P
37,3,0.747819,0.086134,-0.201262,-0.702611,-0.038048,-0.575559,0.127062,0.084383,-0.05671,-0.05191,-0.114281,0.190419,P
37,4,0.398349,-0.019193,-0.215466,-0.679889,0.116921,-0.575076,0.104251,0.084417,-0.125199,-0.116669,-0.145682,0.221709,P
37,5,0.485611,0.059635,-0.230109,-0.589808,0.230532,-0.555124,0.084239,0.074333,-0.150455,-0.203248,-0.173882,0.24363,P
37,6,0.381538,0.051254,-0.232193,-0.562631,0.316284,-0.502581,0.064363,-0.008633,-0.247056,-0.213854,-0.124394,0.211383,P
37,7,0.189902,0.069103,-0.139609,-0.500652,0.360211,-0.485943,0.080446,-0.106412,-0.337686,-0.196555,-0.048138,0.224757,P
37,8,0.124529,0.068625,-0.066259,-0.360591,0.411641,-0.480744,0.063879,-0.153474,-0.367111,-0.211322,0.017971,0.23911,P
37,9,0.122364,0.052966,-0.116541,-0.227702,0.53408,-0.512234,0.044838,-0.246396,-0.37361,-0.172051,0.029873,0.206433,P
37,10,0.026896,-0.038602,-0.033186,-0.118989,0.549501,-0.498529,0.048404,-0.292592,-0.395898,-0.142772,0.046289,0.155937,P
37,11,-0.047593,-0.066218,0.025377,-0.007512,0.572293,-0.497908,0.04367,-0.315614,-0.360525,-0.099258,0.019051,0.058248,P
37,12,-0.073653,-0.126682,0.043972,0.096119,0.603574,-0.533679,0.026992,-0.314776,-0.305868,-0.06679,-0.025514,-0.042338,P
38,1,0.843274,0.285925,-0.142612,-0.746645,0.14544,-0.679366,-0.03134,0.126324,0.018978,-0.012501,-0.207464,0.097581,P
38,2,0.911254,0.219924,-0.217983,-0.768468,0.102638,-0.638018,0.078138,0.058215,-0.057333,-0.061596,-0.205723,0.133169,P
38,3,0.814579,0.262743,-0.207594,-0.741864,0.19421,-0.62272,0.026904,0.070735,-0.037646,-0.085375,-0.241935,0.108098,P
38,4,0.809149,0.156626,-0.229346,-0.71665,0.283934,-0.61042,0.005388,0.052801,-0.115416,-0.132375,-0.214009,0.140643,P
38,5,0.845465,0.072443,-0.242479,-0.680684,0.349156,-0.591131,0.01346,0.010338,-0.232905,-0.164005,-0.157531,0.223733,P
38,6,0.762876,0.024387,-0.192414,-0.581741,0.404856,-0.547442,0.018441,-0.060734,-0.311524,-0.176889,-0.082945,0.279461,P
38,7,0.604725,-0.011959,-0.112648,-0.487957,0.490949,-0.470228,-0.0213,-0.125117,-0.316299,-0.192725,-0.039777,0.248453,P
38,8,0.471059,0.101299,-0.058364,-0.42757,0.574768,-0.388794,-0.027241,-0.211724,-0.344354,-0.176389,-0.040612,0.151848,P
38,9,0.409927,-0.002424,-0.043042,-0.247778,0.673422,-0.411143,-0.089375,-0.270467,-0.300294,-0.111655,-0.057017,0.051225,P
38,10,0.331212,-0.161552,-0.013692,-0.006072,0.666648,-0.543362,-0.049777,-0.253362,-0.287409,-0.082892,-0.07443,-0.006045,P
38,11,0.253237,-0.286202,0.070704,0.17897,0.580281,-0.547102,-0.039653,-0.285854,-0.245691,-0.063769,-0.104796,-0.053988,P
38,12,0.166405,-0.311593,0.147449,0.290986,0.506487,-0.518366,-0.029215,-0.307748,-0.183721,-0.055879,-0.110182,-0.118,P
38,13,-0.052208,-0.350143,0.275974,0.330912,0.476642,-0.427291,-0.018663,-0.291424,-0.10557,-0.054316,-0.099163,-0.196472,P
38,14,-0.146011,-0.594047,0.448643,0.359705,0.489493,-0.39753,-0.006491,-0.240877,-0.103947,-0.014791,-0.179589,-0.193101,P
39,1,1.166602,-0.213504,-0.32865,-0.481546,0.014203,-0.475785,0.034667,0.14333,-0.106612,-0.267087,-0.129335,0.228376,P
39,2,0.920438,-0.271986,-0.214644,-0.344502,0.046522,-0.493127,0.094439,0.066252,-0.195336,-0.226299,-0.157209,0.331884,P
39,3,0.827825,-0.400069,-0.134889,-0.360272,0.070929,-0.443173,0.068837,-0.041727,-0.209383,-0.199837,-0.138236,0.37267,P
39,4,0.734214,-0.340788,-0.121021,-0.273586,0.069512,-0.420673,0.06444,-0.099111,-0.236297,-0.17447,-0.099484,0.360319,P
39,5,0.677307,-0.369967,0.028409,-0.158696,0.153954,-0.377667,0.007181,-0.176225,-0.327468,-0.053792,0.077545,0.31954,P
39,6,0.579767,-0.398961,0.160563,-0.306855,0.331659,-0.327061,0.023703,-0.129686,-0.434732,0.01503,0.130416,0.206497,P
39,7,0.428439,-0.242837,0.178533,-0.241158,0.537162,-0.396955,-0.044934,-0.147518,-0.470637,0.008408,0.04696,0.049206,P
39,8,0.401414,-0.213909,0.049933,-0.130282,0.664337,-0.414447,-0.123686,-0.221311,-0.37611,0.013831,-0.032368,0.009749,P
39,9,0.347298,-0.387,0.29332,0.031753,0.491805,-0.364077,-0.059855,-0.236444,-0.431211,-0.004219,-0.002773,-0.020874,P
39,10,0.232804,-0.402311,0.504822,0.134418,0.421738,-0.424374,-0.096157,-0.224722,-0.353679,0.025737,-0.072514,-0.135477,P
40,1,0.717415,0.133263,-0.059673,-0.716782,0.026682,-0.695885,0.013981,0.321837,-0.16256,-0.073591,-0.078265,0.065369,P
40,2,0.747466,-0.061634,-0.078651,-0.707652,0.041155,-0.529943,-0.057132,0.280054,-0.166845,-0.117122,-0.079429,0.070355,P
40,3,0.810211,-0.163828,-0.168234,-0.644299,0.02849,-0.475184,-0.073933,0.247529,-0.146211,-0.198464,-0.064596,0.094083,P
40,4,0.82846,-0.312728,-0.126574,-0.61317,0.05037,-0.429113,-0.085637,0.190389,-0.137586,-0.259328,-0.058469,0.169388,P
40,5,0.609893,-0.415437,0.015689,-0.611567,0.137071,-0.389592,-0.120048,0.137094,-0.188086,-0.258331,-0.047143,0.249825,P
40,6,0.602706,-0.513481,0.096375,-0.580559,0.211683,-0.341299,-0.115521,0.092394,-0.265554,-0.252473,-0.030442,0.326786,P
40,7,0.769958,-0.517204,0.084849,-0.511542,0.308635,-0.335143,-0.091928,0.060622,-0.303615,-0.212152,-0.041416,0.312738,P
40,8,0.809813,-0.636403,-0.004758,-0.221097,0.449632,-0.378974,-0.07739,0.035377,-0.354526,-0.130466,-0.072433,0.169022,P
40,9,0.537145,-0.770452,0.184493,-0.171638,0.508017,-0.315422,-0.101822,-0.037856,-0.413738,-0.147027,-0.060145,0.109232,P
40,10,0.376666,-0.708459,0.24052,-0.208506,0.522223,-0.323678,-0.113983,-0.138939,-0.466978,-0.100573,-0.020202,0.062909,P
40,11,0.228622,-0.692904,0.258136,-0.14773,0.588419,-0.38147,-0.12967,-0.166581,-0.463555,-0.053021,-0.03138,0.006834,P
40,12,0.178113,-0.666213,0.276721,-0.007558,0.575869,-0.446374,-0.135849,-0.198563,-0.402816,-0.023369,-0.067305,-0.023397,P
40,13,0.263046,-0.52098,0.22985,0.105625,0.561497,-0.488281,-0.116636,-0.242611,-0.337352,-0.006909,-0.08256,-0.03194,P
40,14,0.448812,-0.586138,0.300488,0.225621,0.512521,-0.456113,-0.091665,-0.25232,-0.259904,-0.007522,-0.098848,-0.028592,P
40,15,0.290705,-0.707355,0.506972,0.22023,0.559259,-0.406593,-0.122833,-0.106664,-0.28301,-0.007336,-0.095251,-0.084315,P
41,1,0.472134,0.060641,0.033432,-0.678265,0.088008,-0.345462,-0.054221,0.094372,-0.040389,-0.186362,0.033227,0.066772,P
41,2,0.416167,-0.008393,0.017531,-0.667906,0.182137,-0.337786,-0.088113,0.15445,-0.095568,-0.234338,0.003123,0.098517,P
41,3,0.360687,-0.072634,-0.00033,-0.58619,0.145982,-0.342086,-0.053369,0.18555,-0.149989,-0.30871,0.035256,0.149036,P
41,4,0.365451,-0.207679,0.075129,-0.574942,0.174235,-0.316974,-0.072603,0.116381,-0.225653,-0.26968,0.020089,0.178521,P
41,5,0.409847,-0.249859,0.164506,-0.521721,0.250332,-0.284422,-0.138282,0.059548,-0.276128,-0.243463,0.030298,0.220205,P
41,6,0.418452,-0.227552,0.190009,-0.284071,0.260438,-0.325379,-0.137452,-0.02369,-0.24766,-0.268356,0.103493,0.249711,P
41,7,0.168447,-0.207174,0.253496,-0.078198,0.205267,-0.465643,-0.033432,-0.082222,-0.258912,-0.138149,0.01526,0.171746,P
41,8,0.196856,-0.192002,0.347394,0.093979,0.246281,-0.510573,0.019155,-0.122536,-0.307708,-0.07155,-0.013967,0.104598,P
41,9,0.486249,-0.408134,0.477437,0.141395,0.248807,-0.378367,0.091941,-0.271439,-0.343619,-0.014653,-0.054973,0.081871,P
41,10,0.415167,-0.349032,0.488011,0.044955,0.352992,-0.318927,-0.010736,-0.290772,-0.353549,-0.037544,-0.013476,0.001063,P
41,11,0.276209,-0.223026,0.439012,-0.017223,0.44499,-0.364924,-0.033252,-0.242261,-0.38348,-0.091117,0.003832,-0.016368,P
41,12,0.209951,-0.197809,0.500184,-0.027623,0.386107,-0.39389,-0.005152,-0.249394,-0.362772,-0.093984,-0.031661,-0.046194,P
41,13,0.115426,-0.088791,0.505898,-0.09634,0.479864,-0.400886,-0.023805,-0.307511,-0.342523,-0.017848,-0.067475,-0.092018,P
41,14,-0.015986,0.019494,0.557652,-0.07865,0.504955,-0.393449,-0.024913,-0.267031,-0.319573,-0.048811,-0.071263,-0.089678,P
41,15,0.045477,0.05168,0.507912,-0.048558,0.558542,-0.377526,-0.047406,-0.230486,-0.252049,-0.060885,-0.078381,-0.087816,P
42,1,0.453036,-0.015938,-0.162128,-0.627743,0.00401,-0.563334,-0.160298,0.250855,-0.000632,-0.059452,-0.072872,0.08164,P
42,2,0.425987,-0.1721,-0.076534,-0.723955,0.063853,-0.514648,-0.164379,0.29122,-0.039894,-0.106512,-0.137207,0.105341,P
42,3,0.494358,-0.1359,-0.167517,-0.704431,0.145532,-0.469438,-0.130329,0.231042,-0.081023,-0.122979,-0.171922,0.124113,P
42,4,0.648423,-0.284541,-0.157996,-0.712339,0.238907,-0.494852,-0.086784,0.178077,-0.170027,-0.142087,-0.182956,0.164458,P
42,5,0.75221,-0.372991,-0.100064,-0.732808,0.355679,-0.488275,-0.106715,0.137743,-0.304068,-0.16674,-0.154993,0.20954,P
42,6,0.54916,-0.274379,0.030259,-0.683147,0.390488,-0.393968,-0.091399,0.04683,-0.399107,-0.159676,-0.084559,0.208948,P
42,7,0.311602,-0.219511,0.119356,-0.551954,0.417247,-0.359395,-0.098112,-0.067115,-0.430431,-0.145979,-0.037551,0.216094,P
42,8,0.226823,-0.242712,0.180142,-0.364895,0.549905,-0.425884,-0.167755,-0.140426,-0.427928,-0.082628,0.019368,0.199307,P
42,9,0.282344,-0.270729,0.111039,-0.254572,0.659283,-0.493659,-0.148945,-0.140362,-0.428188,-0.071813,0.028411,0.164422,P
42,10,0.124578,-0.230873,0.250071,-0.231669,0.697075,-0.402302,-0.173366,-0.180304,-0.394153,-0.033206,-0.021929,0.053696,P
42,11,-0.040149,-0.073187,0.295442,-0.219672,0.752798,-0.383785,-0.146974,-0.248089,-0.354496,0.057846,-0.080266,-0.06872,P
42,12,-0.13295,0.024258,0.293881,-0.15907,0.806684,-0.410193,-0.130095,-0.273212,-0.303436,0.095715,-0.141778,-0.130302,P
42,13,-0.161554,-0.030873,0.333524,-0.014241,0.788239,-0.48823,-0.099453,-0.257633,-0.28787,0.090511,-0.170853,-0.172116,P
42,14,-0.117133,-0.216466,0.370746,0.118116,0.660531,-0.537044,-0.040676,-0.227777,-0.298823,0.060363,-0.14497,-0.210539,P
43,1,0.303067,0.131329,-0.075538,-0.736519,-0.004716,-0.754888,0.030892,0.194471,-0.033773,-0.059171,-0.023867,0.03363,P
43,2,0.242576,0.009794,-0.121262,-0.739109,0.052413,-0.75294,0.027211,0.235089,-0.036842,-0.090774,-0.065176,0.059962,P
43,3,0.216712,-0.157524,-0.159636,-0.755569,0.107813,-0.710342,-0.003538,0.264825,-0.032113,-0.112721,-0.107084,0.083655,P
43,4,0.115204,-0.257076,-0.177711,-0.749333,0.159754,-0.641486,-0.021899,0.243611,-0.048885,-0.153318,-0.130924,0.093995,P
43,5,0.120312,-0.300561,-0.189494,-0.721153,0.204705,-0.596236,-0.02486,0.211829,-0.097264,-0.193604,-0.130102,0.122298,P
43,6,0.192042,-0.328628,-0.193729,-0.655886,0.208523,-0.526921,-0.035637,0.149773,-0.162338,-0.245521,-0.070966,0.17934,P
43,7,0.283243,-0.371834,-0.200535,-0.507227,0.157669,-0.39631,-0.045451,0.029282,-0.181991,-0.345216,0.042185,0.242059,P
43,8,0.277756,-0.477433,-0.144188,-0.446971,0.23048,-0.369942,-0.042735,-0.069287,-0.209558,-0.325124,0.034685,0.334641,P
43,9,0.242471,-0.489653,-0.114368,-0.316381,0.239909,-0.335734,0.009064,-0.194985,-0.262024,-0.222352,0.021803,0.35414,P
43,10,0.286164,-0.459905,-0.068359,-0.219151,0.354709,-0.33399,0.024158,-0.189308,-0.343528,-0.181944,0.002535,0.279607,P
43,11,0.155302,-0.511095,0.016181,-0.091936,0.441821,-0.362261,0.015448,-0.170859,-0.400234,-0.160876,0.010719,0.12739,P
43,12,-0.082838,-0.544281,0.123872,0.07076,0.468952,-0.395871,-0.002782,-0.219791,-0.367814,-0.134239,-0.009188,0.022261,P
43,13,-0.204398,-0.536642,0.187984,0.157409,0.455983,-0.427141,-0.017176,-0.270185,-0.326181,-0.104822,-0.032302,-0.035286,P
43,14,-0.241973,-0.524807,0.238971,0.207357,0.432375,-0.45292,-0.034021,-0.305698,-0.282148,-0.082907,-0.057993,-0.081475,P
44,1,0.493118,-0.537114,0.08426,-0.64372,0.266698,-0.349262,-0.119392,0.12434,-0.314967,-0.32611,-0.056247,0.247136,P
44,2,0.504516,-0.544104,0.07916,-0.60087,0.326725,-0.342706,-0.142901,0.049224,-0.311499,-0.327514,-0.051935,0.284726,P
44,3,0.430233,-0.491185,0.07577,-0.513692,0.355132,-0.312587,-0.138794,-0.097986,-0.327331,-0.237624,-0.00937,0.282978,P
44,4,0.199667,-0.524258,0.155374,-0.41761,0.358502,-0.292633,-0.120517,-0.191608,-0.365267,-0.139497,0.033316,0.259043,P
44,5,0.065272,-0.487495,0.189049,-0.31641,0.425976,-0.295367,-0.099782,-0.205835,-0.370821,-0.124189,0.023849,0.174257,P
44,6,-0.034886,-0.492333,0.252924,-0.168649,0.489844,-0.313921,-0.078796,-0.220741,-0.34405,-0.080068,-0.009109,0.054562,P
44,7,-0.083774,-0.493944,0.328725,-0.002762,0.517707,-0.339012,-0.047398,-0.225643,-0.336634,-0.045828,-0.019352,-0.037776,P
44,8,-0.098368,-0.493429,0.419851,0.11563,0.47865,-0.373894,-0.034208,-0.222565,-0.319728,-0.045059,-0.021382,-0.110057,P
44,9,-0.27517,-0.470904,0.470527,0.103976,0.537942,-0.410621,-0.050594,-0.235517,-0.320532,0.014203,-0.071704,-0.174321,P
45,1,0.575931,-0.0581,0.040478,-0.782311,0.130958,-0.414612,-0.130053,0.261973,-0.174123,-0.159355,-0.037535,0.069027,P
45,2,0.52696,-0.199876,0.02017,-0.796158,0.215876,-0.478104,-0.128577,0.268217,-0.218906,-0.209224,-0.066122,0.112847,P
45,3,0.558071,-0.323385,-0.045142,-0.625077,0.172539,-0.484833,-0.065861,0.152326,-0.185753,-0.285387,-0.123088,0.240608,P
45,4,0.313535,-0.314701,0.029688,-0.544637,0.210767,-0.497511,-0.052083,0.069796,-0.239292,-0.233988,-0.199254,0.310113,P
45,5,0.249958,-0.313859,0.050248,-0.479192,0.33001,-0.524174,-0.062985,0.011162,-0.346866,-0.175354,-0.115419,0.29245,P
45,6,0.182391,-0.260132,0.065995,-0.397345,0.416513,-0.525544,-0.003118,-0.051331,-0.463821,-0.126263,-0.02411,0.196774,P
45,7,0.130674,-0.294375,0.145312,-0.326386,0.537741,-0.518515,-0.004105,-0.07107,-0.524435,-0.136842,-0.004601,0.146217,P
45,8,0.079607,-0.247605,0.148794,-0.184803,0.630242,-0.536549,0.008753,-0.14015,-0.505503,-0.105091,-0.002213,0.103356,P
45,9,0.050536,-0.169511,0.197,-0.102416,0.680588,-0.562824,0.01471,-0.169829,-0.486429,-0.068168,-0.019768,0.050623,P
45,10,-0.003901,-0.109388,0.228734,-0.069003,0.690093,-0.563788,0.023611,-0.19543,-0.468134,-0.052918,-0.046931,0.005483,P
45,11,-0.100719,-0.123456,0.292916,-0.03351,0.686678,-0.570589,-0.016191,-0.207003,-0.411602,-0.025145,-0.081749,-0.051046,P
45,12,-0.250659,-0.154103,0.326917,0.065214,0.694647,-0.57636,-0.04369,-0.220337,-0.357833,-0.007477,-0.081815,-0.096263,P
45,13,-0.333682,-0.174545,0.35925,0.121423,0.717391,-0.565269,-0.070119,-0.206695,-0.314234,0.007316,-0.079555,-0.131612,P
46,1,0.660528,-0.023513,0.249569,-0.834548,0.001118,-0.73465,-0.100288,0.339452,-0.099657,-0.012012,-0.101173,0.118349,P
46,2,0.798209,-0.083046,0.236953,-0.850798,0.045534,-0.653551,-0.113819,0.377856,-0.098049,-0.084762,-0.134954,0.110152,P
46,3,0.724114,-0.155616,0.132274,-0.940372,0.143977,-0.537467,-0.048798,0.314683,-0.249667,-0.087622,-0.12492,0.081436,P
46,4,0.602364,-0.170511,0.103071,-0.977701,0.202806,-0.520734,-0.03013,0.286379,-0.32619,-0.083131,-0.126291,0.075678,P
46,5,0.52835,-0.185113,0.07408,-0.908238,0.265532,-0.48793,-0.037516,0.229881,-0.376199,-0.109417,-0.091098,0.095948,P
46,6,0.567118,-0.286577,-0.006815,-0.74381,0.327494,-0.441323,-0.071461,0.112021,-0.346275,-0.16791,-0.077027,0.187528,P
46,7,0.655007,-0.395898,-0.0018,-0.583123,0.314368,-0.391828,-0.048098,-0.044635,-0.343414,-0.201857,-0.059688,0.281766,P
46,8,0.587444,-0.484577,0.099209,-0.404271,0.341775,-0.344494,-0.087143,-0.101921,-0.46759,-0.136653,0.03516,0.196295,P
46,9,0.367983,-0.536944,0.22323,-0.339305,0.472724,-0.351751,-0.091859,-0.105433,-0.548425,-0.100477,0.060424,0.119043,P
46,10,0.329728,-0.627659,0.248961,-0.173954,0.508217,-0.360877,-0.074516,-0.131151,-0.509217,-0.091064,0.016328,0.042281,P
46,11,0.332724,-0.655638,0.356995,-0.005191,0.513382,-0.362216,-0.104237,-0.182071,-0.424218,-0.026319,-0.021726,-0.055719,P
46,12,0.263327,-0.724358,0.475796,0.059225,0.519558,-0.348902,-0.104171,-0.207843,-0.407797,0.028179,-0.065162,-0.117473,P
46,13,0.146692,-0.712194,0.494251,0.124498,0.515036,-0.386946,-0.081636,-0.220201,-0.382974,0.056186,-0.111849,-0.160218,P
46,14,0.082056,-0.609457,0.469784,0.242412,0.484184,-0.433011,-0.049102,-0.267659,-0.321878,0.079585,-0.154588,-0.188633,P
47,1,0.320565,-0.040902,-0.152415,-0.823575,0.220594,-0.571103,-0.033471,0.223625,-0.179833,-0.125069,-0.11435,0.088312,P
47,2,0.567868,-0.010102,-0.176226,-0.782292,0.284712,-0.487659,-0.060215,0.16772,-0.210038,-0.150542,-0.090062,0.137238,P
47,3,0.493001,-0.054412,-0.029003,-0.773218,0.312724,-0.417003,-0.074478,0.147567,-0.302073,-0.142626,-0.037293,0.165169,P
47,4,0.35014,-0.150638,-0.01439,-0.712051,0.398989,-0.360107,-0.142335,0.081737,-0.323836,-0.141273,-0.03108,0.177887,P
47,5,0.266577,-0.253871,-0.02737,-0.615753,0.46588,-0.370479,-0.130122,0.023929,-0.364706,-0.165119,-0.043587,0.189068,P
47,6,0.245936,-0.318397,-0.023214,-0.47867,0.53727,-0.410202,-0.100881,-0.045498,-0.427043,-0.171152,-0.032715,0.198379,P
47,7,0.207729,-0.266893,0.030899,-0.362751,0.561509,-0.385818,-0.065936,-0.131574,-0.450588,-0.171057,-0.002357,0.190096,P
47,8,0.191986,-0.27401,0.022382,-0.249077,0.571266,-0.365027,-0.048066,-0.225252,-0.417543,-0.120372,-0.00194,0.112171,P
47,9,0.180168,-0.33321,0.044374,-0.104156,0.585818,-0.37599,-0.066454,-0.253028,-0.368603,-0.079514,-0.007535,0.018708,P
47,10,0.167528,-0.41502,0.147041,-0.034355,0.636612,-0.370295,-0.114509,-0.242404,-0.360811,-0.058826,-0.018465,-0.0212,P
47,11,0.067213,-0.372677,0.258613,0.008032,0.669043,-0.385539,-0.136156,-0.254187,-0.35131,-0.019124,-0.05769,-0.055389,P
47,12,0.029935,-0.418443,0.262876,0.072818,0.662912,-0.411565,-0.146119,-0.238784,-0.309764,-0.053025,-0.071471,-0.080846,P
47,13,-0.05022,-0.384321,0.285407,0.116008,0.657595,-0.430091,-0.155512,-0.246131,-0.266402,-0.052736,-0.100062,-0.105407,P
48,1,0.879957,0.003114,-0.076939,-0.639252,-0.110175,-0.504503,0.024032,0.261141,-0.132873,-0.293648,0.03688,0.064665,P
48,2,0.838093,-0.183256,-0.021134,-0.641674,-0.039031,-0.403055,-0.025615,0.243428,-0.191269,-0.285074,-0.002781,0.086994,P
48,3,0.82391,-0.308282,-0.047218,-0.568107,0.051281,-0.356147,-0.081396,0.231609,-0.22344,-0.325993,-0.021316,0.121998,P
48,4,0.648352,-0.273282,-0.106044,-0.459,0.146464,-0.343582,-0.065099,0.130847,-0.196992,-0.394229,0.005791,0.202869,P
48,5,0.472897,-0.332382,-0.082208,-0.336571,0.203008,-0.299119,-0.037592,0.01259,-0.204346,-0.399818,0.019234,0.277684,P
48,6,0.188614,-0.354161,-0.085948,-0.246618,0.320573,-0.34749,0.016708,-0.041581,-0.324173,-0.30036,-0.055936,0.27645,P
48,7,-0.013007,-0.350328,-0.109792,-0.138192,0.465792,-0.418057,0.019006,-0.085963,-0.405125,-0.237112,-0.086732,0.204865,P
48,8,-0.044965,-0.387695,-0.063719,-0.101994,0.607393,-0.435673,-0.029473,-0.137234,-0.43376,-0.190493,-0.054774,0.129656,P
48,9,-0.264966,-0.376381,0.023104,-0.055225,0.657534,-0.44709,-0.017487,-0.218166,-0.461541,-0.110213,-0.01582,0.051488,P
48,10,-0.285629,-0.440175,0.085864,-0.022014,0.670601,-0.453881,-0.013917,-0.243923,-0.468704,-0.072218,0.003892,0.000174,P
48,11,-0.312237,-0.458846,0.148596,0.02009,0.693263,-0.479215,-0.030836,-0.239576,-0.430924,-0.038572,-0.003589,-0.060263,P
49,1,1.051461,-0.36852,-0.005679,-0.604618,0.088862,-0.347324,-0.191096,0.161382,-0.026202,-0.409728,-0.138274,0.21353,P
49,2,1.040685,-0.493996,-0.081317,-0.418561,0.11101,-0.305446,-0.145239,0.046641,-0.106468,-0.328558,-0.151864,0.237867,P
49,3,0.817407,-0.55334,-0.036297,-0.343103,0.20938,-0.282725,-0.114816,0.002187,-0.301237,-0.183747,-0.160584,0.175099,P
49,4,0.654627,-0.538099,-0.055106,-0.335755,0.335542,-0.262119,-0.123044,-0.032766,-0.406624,-0.178278,-0.099374,0.14186,P
49,5,0.623607,-0.546987,-0.035156,-0.301165,0.513686,-0.315949,-0.141243,-0.024253,-0.457571,-0.211082,-0.058128,0.159399,P
49,6,0.553797,-0.6188,0.040922,-0.242767,0.609931,-0.304163,-0.140518,-0.048665,-0.470326,-0.213371,-0.047601,0.141509,P
49,7,0.557037,-0.634456,0.093976,-0.168046,0.646165,-0.331424,-0.137115,-0.046286,-0.456571,-0.214735,-0.053021,0.110842,P
49,8,0.586279,-0.655263,0.164558,-0.033998,0.598649,-0.368784,-0.1655,-0.073707,-0.389983,-0.179383,-0.063441,0.059226,P
49,9,0.670497,-0.66859,0.204137,0.116277,0.54773,-0.359097,-0.184864,-0.118919,-0.357611,-0.151106,-0.051961,0.031916,P
49,10,0.668781,-0.739257,0.317675,0.15457,0.539927,-0.319415,-0.218528,-0.097973,-0.365947,-0.114078,-0.027965,-0.038965,P
50,1,0.276812,0.040146,0.088842,-0.80542,-0.057851,-0.546187,0.03653,0.16776,-0.011435,-0.179479,-0.089869,0.193236,P
50,2,0.304615,-0.137895,0.078746,-0.800225,-0.048971,-0.514158,0.014486,0.164006,-0.003956,-0.215273,-0.119396,0.218653,P
50,3,0.296316,-0.369705,0.04684,-0.751817,0.000877,-0.497249,-0.027155,0.155018,-0.006064,-0.262541,-0.146885,0.255447,P
50,4,0.405486,-0.352062,-0.0059,-0.714321,0.077253,-0.495069,-0.030429,0.139505,-0.052462,-0.301251,-0.12743,0.288981,P
50,5,0.722733,-0.439555,-0.085069,-0.659306,0.141576,-0.483307,-0.006966,0.068888,-0.145278,-0.286083,-0.10838,0.350923,P
50,6,0.78046,-0.494872,-0.10201,-0.596807,0.172237,-0.405367,-0.000139,-0.035985,-0.255054,-0.179943,-0.065352,0.335587,P
50,7,0.620749,-0.713058,0.029421,-0.483024,0.211988,-0.337116,-0.055777,-0.088579,-0.398569,-0.09968,-0.010113,0.266843,P
50,8,0.412447,-0.646383,0.025004,-0.424138,0.306349,-0.366662,-0.053035,-0.12259,-0.459444,-0.118288,0.039224,0.258616,P
50,9,0.284841,-0.554479,0.012913,-0.320628,0.439205,-0.391685,-0.035257,-0.150765,-0.507461,-0.140319,0.073655,0.189507,P
50,10,0.289663,-0.546346,0.024009,-0.168411,0.502377,-0.380447,-0.057905,-0.180899,-0.4554,-0.159348,0.070148,0.118434,P
50,11,0.26548,-0.571631,0.101016,0.017274,0.514816,-0.376898,-0.099974,-0.206121,-0.360381,-0.120102,0.017095,0.039872,P
50,12,0.017893,-0.477699,0.12839,0.110292,0.557613,-0.443847,-0.066307,-0.227047,-0.335884,-0.091145,-0.002153,-0.060635,P
50,13,-0.147463,-0.403351,0.120383,0.163034,0.570193,-0.476851,-0.053257,-0.254746,-0.310805,-0.084813,0.00047,-0.130244,P
50,14,-0.263767,-0.465408,0.169577,0.227422,0.561204,-0.474725,-0.065256,-0.260207,-0.278156,-0.062669,-0.032171,-0.160819,P
51,1,0.436376,0.078889,-0.228641,-0.659975,0.028792,-0.516601,-0.100063,0.299855,-0.087075,-0.176211,0.035142,0.029055,P
51,2,0.574705,-0.082328,-0.228037,-0.621624,0.064787,-0.468812,-0.129587,0.303356,-0.136569,-0.170665,0.006074,0.081998,P
